_masterEventId,_spriteName,_message,_category,_masterReleaseLabelId
139,SubTutorial_starevent_04,In Star Challenges，獲得 various rewards 透過 increasing<br>你的Star 等級 與 saving up Event Pts.<br>Get even more awesome rewards 透過 placing high 於 排行榜s!,,224021404
139,SubTutorial_starevent_05,Increase 你的Star 等級 透過 hitting target 分數 on all 歌曲 randomly selected 為 you!<br>曜 can get extravagant rewards 當 你的Star 等級 increases!,,224021404
139,SubTutorial_starevent_06,Star Challenge 排行榜s are placed according 至 Star 等級!<br>When two players are at same Star 等級， one 與 more Event pts take lead!<br>Increase 你的Star 等級 與 aim 為 頂端!,,224021404
139,SubTutorial_starevent_07,使用 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,224021404
139,SubTutorial_starevent_08,使用 specially-selected 成員 至 boost 你的分數 為 event 歌曲!<br>曜 can get bonus effect 於 Star Challenges even if 成員 are not 於 你的unit.<br>Idolize these 成員 為 even bigger bonus effect!,,224021404
139,SubTutorial_starevent_09,Specially-selected 成員 與 Login 道具 Bonus<br>increase 數量 的 Star Assist 票券 obtained 來自 th event 登入 bonus!<br>Idolize these 成員 為 even bigger bonus effect!,,224021404
139,SubTutorial_starevent_10,During event，use Continued Bonus that adds on 至 up 至 five 演唱會s per day<br>與 Play Bonus that boosts 你的分數 bonus every 演唱會<br>至 push limits 的 你的target 分數!,,224021404
140,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,224022305
140,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,224022305
141,SubTutorial_miraclecollection_09,Receive various rewards 透過 collecting event pts 期間 Miracle Collection!<br>曜 can 獲得 even more fabulous rewards 透過 achieving high rank 期間 event!<br>��There is no Event Point 排行榜 為 this event.,,224030104
141,SubTutorial_miraclecollection_02,曜 will 獲得 Miracle Stars as you play through standard 歌曲!<br>曜 can then use these Miracle Stars 至 take on event 歌曲!<br>Event 歌曲 reward lot more event points than standard 歌曲!,,224030104
141,SubTutorial_miraclecollection_03,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,224030104
141,SubTutorial_miraclecollection_04,Create teams consisting 的 specially-selected 成員 與 event point bonuses<br>至 gain more event points 當 clearing 演唱會s!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,224030104
141,SubTutorial_miraclecollection_05,Specially-selected 成員 與 Miracle Star bonus<br>increase 數量 的 Miracle Stars obtained 來自 event 登入 bonus!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,224030104
141,SubTutorial_miraclecollection_06,曜 can obtain various rewards 透過完成 event goals!<br>Once you have achieved certain 數量 的 event points，new event stories will be unlocked!,,224030104
