_unitId,_unitTypeId,_albumSeriesId,_eponym,_eponymEn,_name,_nameEn,_normalCardId,_rankMaxCardId,_rarity,_attributeId,_masterReleaseLabelId
791,104,336,,,黑澤黛雅,黑澤黛雅,3744,3745,2,2,1
792,105,336,,,渡邊曜,渡邊曜,3749,3750,2,2,1
793,106,336,,,津島善子,津島善子,3754,3755,2,2,1
794,107,336,,,國木田花丸,國木田花丸,3759,3760,2,2,1
795,108,336,,,小原鞠莉,小原鞠莉,3764,3765,2,2,1
796,109,336,,,黑澤露比,黑澤露比,3769,3770,2,2,1
797,2,65,Practicing Together,Practice Together,絢瀨繪里,絢瀨繪里,3774,3775,3,1,1
798,4,65,Fairy Musician,Musical Fairy,園田海未,園田海未,3779,3780,3,2,1
799,7,65,Spread Your Wings,Spread Your Wings,東條希,東條希,3784,3785,3,2,1
800,8,65,Who’s the Fairest?,Who's the Fairest?,小泉花陽,小泉花陽,3789,3790,3,3,1
801,9,65,You Can Be My Sister ♪,You Can Be My Sister,矢澤妮可,矢澤妮可,3794,3795,4,2,1
802,23,380,,,Reine Saeki,Reine Saeki,3799,3800,1,1,1
803,2,157,Rockin’ Photoshoot,A Rocking Photoshoot,絢瀨繪里,絢瀨繪里,3804,3805,3,2,1
804,1,203,,,高坂穗乃果,高坂穗乃果,3809,3809,2,3,1
805,2,203,,,絢瀨繪里,絢瀨繪里,3813,3813,2,3,1
806,3,203,,,南小鳥,南小鳥,3817,3817,2,3,1
807,4,203,,,園田海未,園田海未,3821,3821,2,3,1
808,5,203,,,星空凜,星空凜,3825,3825,2,3,1
809,6,203,,,西木野真姬,西木野真姬,3829,3829,2,3,1
810,7,203,,,東條希,東條希,3833,3833,2,3,1
811,8,203,,,小泉花陽,小泉花陽,3837,3837,2,3,1
812,9,203,,,矢澤妮可,矢澤妮可,3841,3841,2,3,1
813,58,394,,,Sakura Kurobane,Sakura Kurobane,3845,3846,1,3,1
814,1,66,Fairy’s Wish,The Fairy's Wish,高坂穗乃果,高坂穗乃果,3850,3851,3,3,1
815,3,66,In a Romantic Mood,A Romantic Mood,南小鳥,南小鳥,3855,3856,3,2,1
816,6,66,Secret Training,Secret Practice,西木野真姬,西木野真姬,3860,3861,3,1,1
817,5,66,Like a Big Sister ♪,Like a Big Sister,星空凜,星空凜,3865,3866,4,3,1
818,21,366,,,Aya Sugisaki,Aya Sugisaki,3870,3871,1,2,1
819,4,157,Look at the Bubbles!,Bubbles Everywhere!,園田海未,園田海未,3875,3876,3,1,1
820,1,188,,,高坂穗乃果,高坂穗乃果,3880,3880,4,1,1
821,20,380,,,Iruka Suda,Iruka Suda,3884,3885,1,1,1
822,2,67,Learning From History,Learn from the Past,絢瀨繪里,絢瀨繪里,3889,3890,3,2,1
823,3,67,How Girls Are,Girls Are Always...,南小鳥,南小鳥,3894,3895,3,3,1
824,5,67,Dusting off Old Stuff,Hakama Uniform,星空凜,星空凜,3899,3900,3,3,1
825,7,67,My Taisho-Era Self,My Taisho Era Self,東條希,東條希,3904,3905,3,1,1
826,1,67,Taisho School Idol,Taisho School Idols,高坂穗乃果,高坂穗乃果,3909,3910,4,2,1
827,1,143,,,高坂穗乃果,高坂穗乃果,3914,3914,3,1,1
828,2,143,,,絢瀨繪里,絢瀨繪里,3918,3918,3,3,1
829,3,143,,,南小鳥,南小鳥,3922,3922,3,2,1
830,4,143,,,園田海未,園田海未,3926,3926,3,3,1
831,5,143,,,星空凜,星空凜,3930,3930,3,1,1
832,6,143,,,西木野真姬,西木野真姬,3934,3934,3,3,1
833,7,143,,,東條希,東條希,3938,3938,3,2,1
834,8,143,,,小泉花陽,小泉花陽,3942,3942,3,2,1
835,9,143,,,矢澤妮可,矢澤妮可,3946,3946,3,1,1
836,56,401,,,Rebecca,Rebecca,3950,3951,1,3,1
837,6,157,Friendly Egg Hunt,A Friendly Egg Hunt,西木野真姬,西木野真姬,3955,3956,3,1,1
838,60,387,,,Koyuki Shirase,Koyuki Shirase,3960,3961,1,2,1
839,4,68,How Do I Look in This,Does This Suit Me?,園田海未,園田海未,3965,3966,3,1,1
840,6,68,Timeless Melody,Timeless Melody,西木野真姬,西木野真姬,3970,3971,3,3,1
841,9,68,Way Ahead of My Time,Trendsetter,矢澤妮可,矢澤妮可,3975,3976,3,2,1
842,8,68,What Time Is It?,What Era Is It?,小泉花陽,小泉花陽,3980,3981,4,1,1
843,80,345,,,Tsubasa Kira,Tsubasa Kira,3985,3986,2,3,1
844,81,345,,,Anju Yuki,Anju Yuki,3990,3991,2,3,1
845,82,345,,,Erena Todo,Erena Todo,3995,3996,2,3,1
846,62,401,,,Isabella,Isabella,4000,4001,1,3,1
847,9,157,Rockin’ Live Show,A Rocking Live Show,矢澤妮可,矢澤妮可,4005,4006,3,3,1
848,1,189,,,高坂穗乃果,高坂穗乃果,4010,4010,4,1,1
849,61,387,,,Ryo Aikawa,Ryo Aikawa,4014,4015,1,3,1
850,1,69,Vinegar Power?!,Vinegar Power?!,高坂穗乃果,高坂穗乃果,4019,4020,3,1,1
851,5,69,Building Stamina,Building Stamina,星空凜,星空凜,4024,4025,3,2,1
852,7,69,Image Training,Mental Training,東條希,東條希,4029,4030,3,3,1
853,8,69,Voluntary Practice,Voluntary Practice,小泉花陽,小泉花陽,4034,4035,3,3,1
854,6,69,Live Show Prep,Live Show Prep,西木野真姬,西木野真姬,4039,4040,4,1,1
855,1,170,,,高坂穗乃果,高坂穗乃果,4044,4044,4,1,1
856,3,170,,,南小鳥,南小鳥,4048,4048,4,2,1
857,4,170,,,園田海未,園田海未,4052,4052,4,3,1
858,12,373,,,Coco Miyashita,Coco Miyashita,4056,4057,1,2,1
859,8,157,Reading Time Is Quiet,Quiet Reading,小泉花陽,小泉花陽,4061,4062,3,2,1
860,22,373,,,Yuri Mido,Yuri Mido,4066,4067,1,3,1
861,3,70,Mmm-Mmm!,Hnnnnngh!,南小鳥,南小鳥,4071,4072,3,2,1
862,4,70,Extra a.m. Practice,Morning Training,園田海未,園田海未,4076,4077,3,3,1
863,9,70,An Idol’s Smile,An Idol's Smile,矢澤妮可,矢澤妮可,4081,4082,3,1,1
864,2,70,Your Advice,Your Advice,絢瀨繪里,絢瀨繪里,4086,4087,4,2,1
865,26,380,,,Nanaka Morishima,Nanaka Morishima,4091,4092,1,1,1
866,5,157,Speaking of Flower Viewing,Cherry Blossom Party,星空凜,星空凜,4096,4097,3,3,1
867,8,169,,,小泉花陽,小泉花陽,4101,4101,2,2,1
868,51,387,,,Misaki Shido,Misaki Shido,4105,4106,1,3,1
869,1,71,We Gave It Our All!,We Did Our Best!,高坂穗乃果,高坂穗乃果,4110,4111,3,2,1
870,2,71,A Sound Just for You,A Song Just for You,絢瀨繪里,絢瀨繪里,4115,4116,3,3,1
871,4,71,Even More Exposure?!,Increased Exposure?!,園田海未,園田海未,4120,4121,3,1,1
872,8,71,Diet de White Rice,Rice Diet,小泉花陽,小泉花陽,4125,4126,3,1,1
873,3,71,Together Is Better,Happier Together,南小鳥,南小鳥,4130,4131,4,3,1
874,5,170,,,星空凜,星空凜,4135,4135,4,1,1
875,6,170,,,西木野真姬,西木野真姬,4139,4139,4,3,1
876,8,170,,,小泉花陽,小泉花陽,4143,4143,4,2,1
877,33,380,,,Ru Tatara,Ru Tatara,4147,4148,1,2,1
878,7,157,The Blade of Justice!,Blade of Justice!,東條希,東條希,4152,4153,3,2,1
879,27,366,,,Seira Kujo,Seira Kujo,4157,4158,1,2,1
880,6,72,Apprentice Dancer,Dancing Geisha,西木野真姬,西木野真姬,4162,4163,3,2,1
881,7,72,Fortune-Telling Dancer,Dancing Psychic,東條希,東條希,4167,4168,3,1,1
882,9,72,I Can’t Do It All!,Different Skill Sets,矢澤妮可,矢澤妮可,4172,4173,3,3,1
883,5,72,Much Respect!,Respect!,星空凜,星空凜,4177,4178,4,2,1
884,16,380,,,Fumie Nishimura,Fumie Nishimura,4182,4183,1,3,1
885,1,157,Strawberry Shortcake,Strawberry Shortcake,高坂穗乃果,高坂穗乃果,4187,4188,3,1,1
886,35,373,,,Mizuki Kikkawa,Mizuki Kikkawa,4192,4193,1,1,1
887,2,73,Greater Heights,To Greater Heights,絢瀨繪里,絢瀨繪里,4197,4198,3,2,1
888,3,73,Swelling in My Heart,Throbbing Heart,南小鳥,南小鳥,4202,4203,3,1,1
889,4,73,Blow a Kiss,Blowing Kisses,園田海未,園田海未,4207,4208,3,2,1
890,8,73,Making Gains,Fruits of Labor,小泉花陽,小泉花陽,4212,4213,3,3,1
891,7,73,Like This Forever...,Just Like This...,東條希,東條希,4217,4218,4,1,1
892,2,170,,,絢瀨繪里,絢瀨繪里,4222,4222,4,3,1
893,7,170,,,東條希,東條希,4226,4226,4,2,1
894,9,170,,,矢澤妮可,矢澤妮可,4230,4230,4,1,1
895,31,366,,,Sachiko Tanaka,Sachiko Tanaka,4234,4235,1,3,1
896,101,317,Sing With the Frogs,Singing with Frogs,高海千歌,高海千歌,4239,4240,3,1,1
897,102,317,One Single Tune,A Kind of Music,櫻內梨子,櫻內梨子,4244,4245,3,3,1
898,24,366,,,Ayumi Torii,Ayumi Torii,4249,4250,1,2,1
899,5,74,Seeing Old Pictures,Looking at Old Pics,星空凜,星空凜,4254,4255,3,1,1
900,6,74,Growth in Photos,Progress Photo,西木野真姬,西木野真姬,4259,4260,3,3,1
901,9,74,I’m So Grateful,I'm So Grateful,矢澤妮可,矢澤妮可,4264,4265,3,2,1
902,1,74,Have I Made Progress?,Did I Improve?,高坂穗乃果,高坂穗乃果,4269,4270,4,3,1
903,53,394,,,Sayuri Hyodo,Sayuri Hyodo,4274,4275,1,3,1
904,7,158,This’s Special Y’Know,It's Special!,東條希,東條希,4279,4280,3,3,1
905,8,158,Snails,Snail,小泉花陽,小泉花陽,4284,4285,3,1,1
906,18,373,,,Christina,Christina,4289,4290,1,2,1
907,1,75,Aiming to Be a Devil,Be a Little Devil,高坂穗乃果,高坂穗乃果,4294,4295,3,1,1
908,6,75,I Appreciate It,I'm So Happy,西木野真姬,西木野真姬,4299,4300,3,2,1
909,7,75,Your Soul Is Mine!,Gimmie Your Soul,東條希,東條希,4304,4305,3,3,1
910,8,75,A Devilish Image,Like a Little Devil,小泉花陽,小泉花陽,4309,4310,3,1,1
911,9,75,Hellish Devil Training,Feisty Imp Training,矢澤妮可,矢澤妮可,4314,4315,4,3,1
912,101,337,,,高海千歌,高海千歌,4319,4320,2,3,1
913,102,337,,,櫻內梨子,櫻內梨子,4321,4322,2,3,1
914,103,337,,,松浦果南,松浦果南,4323,4324,2,3,1
915,104,337,,,黑澤黛雅,黑澤黛雅,4325,4326,2,3,1
916,105,337,,,渡邊曜,渡邊曜,4327,4328,2,3,1
917,106,337,,,津島善子,津島善子,4329,4330,2,3,1
918,107,337,,,國木田花丸,國木田花丸,4331,4332,2,3,1
919,108,337,,,小原鞠莉,小原鞠莉,4333,4334,2,3,1
920,109,337,,,黑澤露比,黑澤露比,4335,4336,2,3,1
921,101,338,,,高海千歌,高海千歌,4337,4338,2,1,1
922,102,338,,,櫻內梨子,櫻內梨子,4339,4340,2,1,1
923,103,338,,,松浦果南,松浦果南,4341,4342,2,1,1
924,104,338,,,黑澤黛雅,黑澤黛雅,4343,4344,2,1,1
925,105,338,,,渡邊曜,渡邊曜,4345,4346,2,1,1
926,106,338,,,津島善子,津島善子,4347,4348,2,1,1
927,107,338,,,國木田花丸,國木田花丸,4349,4350,2,1,1
928,108,338,,,小原鞠莉,小原鞠莉,4351,4352,2,1,1
929,109,338,,,黑澤露比,黑澤露比,4353,4354,2,1,1
930,101,204,Mikan Orange Power!,Mikan Orange Power!,高海千歌,高海千歌,4355,4356,3,1,1
931,102,204,Toward a New Me,A New Me,櫻內梨子,櫻內梨子,4357,4358,3,3,1
932,103,204,Costume Fitting,Fitting Outfits,松浦果南,松浦果南,4359,4360,3,2,1
933,104,204,The Limit Is 2 cm!,At Least 2 cm!,黑澤黛雅,黑澤黛雅,4361,4362,3,3,1
934,105,204,Costume-Making,Making Clothes,渡邊曜,渡邊曜,4363,4364,3,2,1
935,106,204,Sinfully Dark Dress,Dark Sinful Dress,津島善子,津島善子,4365,4366,3,3,1
936,107,204,My Books Are My Treasure,Books Are Treasures,國木田花丸,國木田花丸,4367,4368,3,1,1
937,108,204,Resort Outfit,Resort Coordination,小原鞠莉,小原鞠莉,4369,4370,3,1,1
938,109,204,I Can Do It!,I Can Do It!,黑澤露比,黑澤露比,4371,4372,3,2,1
939,1,129,Stretchy Ramen,Stretchy Ramen,高坂穗乃果,高坂穗乃果,4373,4374,5,1,1
940,2,129,I’m Relying on You,I'm Counting on You,絢瀨繪里,絢瀨繪里,4375,4376,5,3,1
941,3,129,Special Cherry Pudding,Cherry Pudding,南小鳥,南小鳥,4377,4378,5,2,1
942,4,129,Peas in a Pod,Similar Tastes,園田海未,園田海未,4379,4380,5,3,1
943,5,129,I Love Me Some Ramen!,I Love Ramen!,星空凜,星空凜,4381,4382,5,1,1
944,6,129,Feels a Bit Off,A Little Unsettling,西木野真姬,西木野真姬,4383,4384,5,3,1
945,7,129,A New Shop,A New Store,東條希,東條希,4385,4386,5,2,1
946,8,129,For the Love of Rice,I Love White Rice,小泉花陽,小泉花陽,4387,4388,5,2,1
947,9,129,Nico’s Charms ☆,Nico's Charms,矢澤妮可,矢澤妮可,4389,4390,5,1,1
948,101,300,Declaration to the Sea!,Shout at the Ocean,高海千歌,高海千歌,4391,4392,5,1,1
949,102,300,Adorable Angel,Cute Angel,櫻內梨子,櫻內梨子,4393,4394,5,3,1
950,103,300,Like the Ocean,Like the Ocean,松浦果南,松浦果南,4395,4396,5,2,1
951,104,300,Sending My Feelings,With This Feeling,黑澤黛雅,黑澤黛雅,4397,4398,5,3,1
952,105,300,Idols and Swimming,An Idol & a Swimmer,渡邊曜,渡邊曜,4399,4400,5,2,1
953,106,300,Dark Denizen,Dark Dweller,津島善子,津島善子,4401,4402,5,3,1
954,107,300,"Sending Joy, Zura",Messenger of Joy,國木田花丸,國木田花丸,4403,4404,5,1,1
955,108,300,Ocean Cruise,Sea Breeze Cruise,小原鞠莉,小原鞠莉,4405,4406,5,1,1
956,109,300,I Won’t Goof It Up!,I Won't Be Clumsy!,黑澤露比,黑澤露比,4407,4408,5,2,1
957,101,205,Hand-Me-Down Graduation,No More Leftovers,高海千歌,高海千歌,4409,4410,4,1,1
958,102,205,Can’t Find the Words,Hard to Say It,櫻內梨子,櫻內梨子,4411,4412,4,3,1
959,105,205,Pardonnez-Me!,Come On!,渡邊曜,渡邊曜,4413,4414,4,2,1
960,11,366,,,櫻坂雫,櫻坂雫,4415,4416,1,1,1
961,104,317,Effort Is Required,Hard Work Is Key!,黑澤黛雅,黑澤黛雅,4417,4418,3,3,1
962,109,317,Trying to Be Like Dia,Be Like Big Sis,黑澤露比,黑澤露比,4419,4420,3,2,1
963,36,380,,,Nagi Shiraki,Nagi Shiraki,4421,4422,1,2,1
964,2,76,Devilish Enough?,Little Devil-like?,絢瀨繪里,絢瀨繪里,4423,4424,3,1,1
965,3,76,A Little Mistake,A Little Difference,南小鳥,南小鳥,4425,4426,3,3,1
966,5,76,Rin’s Request!,Rin's Wish!,星空凜,星空凜,4427,4428,3,2,1
967,4,76,Impish Catchphrase,Suggestive Phrase,園田海未,園田海未,4429,4430,4,2,1
968,50,394,,,Akira Kizaki,Akira Kizaki,4431,4432,1,1,1
969,2,158,Fox Spirit Elichika,Fox Spirit Elichika,絢瀨繪里,絢瀨繪里,4433,4434,3,3,1
970,3,158,The μ’s Courage Trial,μ's Scare Dare,南小鳥,南小鳥,4435,4436,3,1,1
971,28,373,,,近江彼方,近江彼方,4437,4438,1,3,1
972,101,206,You Call These Casual?,Our Normal Clothes,高海千歌,高海千歌,4439,4440,3,3,1
973,104,206,Our Sea,Our Sea,黑澤黛雅,黑澤黛雅,4441,4442,3,1,1
974,108,206,I’ll Outlast Anyone!,Test Your Stamina,小原鞠莉,小原鞠莉,4443,4444,3,2,1
975,106,206,Sinner,Bearer of Sin,津島善子,津島善子,4445,4446,5,2,1
976,107,206,Doing It Politely,Do It Justice,國木田花丸,國木田花丸,4447,4448,4,1,1
977,14,366,,,Marika Ichinose,Marika Ichinose,4449,4450,1,1,1
978,105,317,Excited for Camp,Camping Adventure,渡邊曜,渡邊曜,4451,4452,3,2,1
979,107,317,Hanamaru Reads Aloud,Maru's Storytime,國木田花丸,國木田花丸,4453,4454,3,1,1
980,2,77,It’s Such Nice Weather,It's So Nice Out,絢瀨繪里,絢瀨繪里,4455,4456,3,3,1
981,7,77,Let's Surprise Them,We'll Surprise Them!,東條希,東條希,4457,4458,3,2,1
982,1,77,Pool Cleanup Team,Pool Cleaning Duo,高坂穗乃果,高坂穗乃果,4459,4460,4,1,1
983,30,380,,,Saki Shimozono,Saki Shimozono,4461,4462,1,2,1
984,102,207,Swimsuit Live Show,Swimsuit Stage Show,櫻內梨子,櫻內梨子,4463,4464,3,1,1
985,103,207,Let’s Lend a Hand ♪,Time to Pitch In!,松浦果南,松浦果南,4465,4466,3,3,1
986,105,207,Girl of the Sea ♪,Raised by the Sea,渡邊曜,渡邊曜,4467,4468,5,3,1
987,109,207,I Won’t Lose!,I Won't Lose!,黑澤露比,黑澤露比,4469,4470,4,2,1
988,47,394,,,Mikoto Fukuhara,Mikoto Fukuhara,4471,4472,1,1,1
989,4,158,Nostalgic Candy Apple,Nostalgic Candy Apple,園田海未,園田海未,4473,4474,3,2,1
990,6,158,My First Food Stall,First Festival Stand,西木野真姬,西木野真姬,4475,4476,3,3,1
991,4,77,Time to Get To Work!,Let's Get to Work!,園田海未,園田海未,4477,4478,3,1,1
992,9,77,Sunburns Are Fatal!,Mortal Enemy,矢澤妮可,矢澤妮可,4479,4480,5,3,1
993,9,169,,,矢澤妮可,矢澤妮可,4481,4481,2,1,1
994,66,401,,,Maria,Maria,4482,4483,1,3,1
995,101,208,Spinning Pinwheel,Spinning Pinwheels,高海千歌,高海千歌,4484,4485,3,2,1
996,106,208,Too Many Mortals,Too Many Humans,津島善子,津島善子,4486,4487,3,1,1
997,109,208,I Admire Pretty Girls,Admirer of Grace,黑澤露比,黑澤露比,4488,4489,3,3,1
998,104,208,My Dear Sweet Ruby,Dearest Ruby,黑澤黛雅,黑澤黛雅,4490,4491,5,2,1
999,108,208,Burning Shine,Burning Shiny,小原鞠莉,小原鞠莉,4492,4493,4,1,1
1000,15,373,,,Sana Yuki,Sana Yuki,4494,4495,1,2,1
1001,103,317,Harmony With the Sea,Appreciate the Sea,松浦果南,松浦果南,4496,4497,3,2,1
1002,108,317,Let Me Spoil You!,Let Me Share the Load,小原鞠莉,小原鞠莉,4498,4499,3,1,1
1003,5,78,Deck Swabbing Race,Deck Brush Race,星空凜,星空凜,4500,4501,3,1,1
1004,3,78,Just Us at the Pool,Poolside Together,南小鳥,南小鳥,4502,4503,4,2,1
1005,43,387,,,Tsurugi Kadota,Tsurugi Kadota,4504,4505,1,3,1
1006,105,209,Taiko Drum Master!,Bang the Taiko Drum!,渡邊曜,渡邊曜,4506,4507,3,3,1
1007,107,209,Blue Candy Apple,Blue Candy Apple,國木田花丸,國木田花丸,4508,4509,3,3,1
1008,102,209,Precious Memory,Treasured Memory,櫻內梨子,櫻內梨子,4510,4511,5,1,1
1009,103,209,I’m at Your Side,Right by Your Side,松浦果南,松浦果南,4512,4513,4,2,1
1010,49,394,,,Hitomi Shiga,Hitomi Shiga,4514,4515,1,3,1
1011,1,158,A Slight Difference,Slight Difference,高坂穗乃果,高坂穗乃果,4516,4517,3,1,1
1012,9,158,The Evil Magistrate?!,Supervillain?!,矢澤妮可,矢澤妮可,4518,4519,3,2,1
1013,8,78,Uniforms Are Fine!,PE Kit is Fine!,小泉花陽,小泉花陽,4520,4521,3,3,1
1014,6,78,It’s a Hot One Today,Us Two On a Hot Day,西木野真姬,西木野真姬,4522,4523,5,2,1
1015,54,401,,,Ranpha,Ranpha,4524,4525,1,2,1
1016,102,210,Wings of Deepest Black,Wings of Black,櫻內梨子,櫻內梨子,4526,4527,3,2,1
1017,103,210,Terrifying Hug,Horrifying Hug,松浦果南,松浦果南,4528,4529,3,1,1
1018,108,210,Fallen Angel Halloween,Fallen Halloween,小原鞠莉,小原鞠莉,4530,4531,3,2,1
1019,109,210,Peaceful Festival,Peaceful Festival,黑澤露比,黑澤露比,4532,4533,5,1,1
1020,106,210,Underworld Ritual,Underworld Ritual,津島善子,津島善子,4534,4535,4,3,1
1021,42,387,,,Fumi Shitara,Fumi Shitara,4536,4537,1,2,1
1022,106,317,Let the Feast Begin!,Let It Begin!,津島善子,津島善子,4538,4539,3,3,1
1023,109,318,Fallen Angel Cub,Cuddly Fallen Angel,黑澤露比,黑澤露比,4540,4541,3,1,1
1024,111,356,,,Shiitake,Shiitake,4542,4542,2,2,1
1025,4,79,Twelve Precious Stones,Precious Stones,園田海未,園田海未,4543,4544,3,2,1
1026,9,79,The Glitter of Rubies,A Sparkling Ruby,矢澤妮可,矢澤妮可,4545,4546,3,1,1
1027,2,79,I’ll Do What It Takes,A Sympathetic Heart,絢瀨繪里,絢瀨繪里,4547,4548,4,3,1
1028,41,387,,,Shun Kurosaki,Shun Kurosaki,4549,4550,1,1,1
1029,105,211,Full Speed Ahead x2!,Full Speed Ahead,渡邊曜,渡邊曜,4551,4552,3,1,1
1030,107,211,Festival of Ghosts,Monster Party,國木田花丸,國木田花丸,4553,4554,3,2,1
1031,101,211,A Real One Showed Up!,The Real Deal!?,高海千歌,高海千歌,4555,4556,5,3,1
1032,104,211,Halloween Party,Halloween Party,黑澤黛雅,黑澤黛雅,4557,4558,4,3,1
1033,52,394,,,Yuka Tsukishima,Yuka Tsukishima,4559,4560,1,1,1
1034,5,158,Super Cool Live Show,A Cool Live Show,星空凜,星空凜,4561,4562,3,2,1
1035,7,159,An Outfit I Wanna Try,I Gotta Try That On,東條希,東條希,4563,4564,3,1,1
1036,5,79,Birthstones Are Cool!,Beautiful Birthstones,星空凜,星空凜,4565,4566,3,3,1
1037,8,79,A Different Style,A Different Design,小泉花陽,小泉花陽,4567,4568,5,1,1
1038,55,401,,,Rakshata,Rakshata,4569,4570,1,2,1
1039,103,212,"Try, Try Again!",Always Do Our Best,松浦果南,松浦果南,4571,4572,3,3,1
1040,106,212,Ultimate Fallen Angel Cheer,Fallen Angel's Help,津島善子,津島善子,4573,4574,3,2,1
1041,109,212,Cheerleader Tryout,Cheerleader Challenge,黑澤露比,黑澤露比,4575,4576,3,1,1
1042,107,212,So Let's Go!,"1, 2, 3...Let's Go!",國木田花丸,國木田花丸,4577,4578,5,3,1
1043,102,212,Can You Hear My Voice?,Can You Hear Me?,櫻內梨子,櫻內梨子,4579,4580,4,1,1
1044,17,366,,,Minami Nagayama,Minami Nagayama,4581,4582,1,1,1
1045,101,318,I’ll Handle Myself,Do Your Job!,高海千歌,高海千歌,4583,4584,3,2,1
1046,105,318,Let Me Lend a Hand!,Happy Helping Hand,渡邊曜,渡邊曜,4585,4586,3,3,1
1047,3,80,A Dramatic Design,Dramatic Design,南小鳥,南小鳥,4587,4588,3,1,1
1048,7,80,Faithful Heart,Faithful Heart,東條希,東條希,4589,4590,4,2,1
1049,112,353,,,Leah Kazuno,Leah Kazuno,4591,4592,2,3,1
1050,116,354,,,Yoko Sato,Yoko Sato,4593,4593,3,5,1
1051,13,380,,,Yuu Aizawa,Yuu Aizawa,4594,4595,1,3,1
1052,104,213,We Are Aqours!,We Are Aqours!,黑澤黛雅,黑澤黛雅,4596,4597,3,2,1
1053,105,213,Come a Little Closer,Come Closer,渡邊曜,渡邊曜,4598,4599,3,1,1
1054,108,213,Total Team Victory!,Team Victory!,小原鞠莉,小原鞠莉,4600,4601,5,2,1
1055,101,213,Watching You Go For It,Cheering For You!,高海千歌,高海千歌,4602,4603,4,3,1
1056,9,190,Gluttony Tour?!,Gluttony Tour?!,矢澤妮可,矢澤妮可,4604,4604,4,1,1
1057,113,353,,,Sarah Kazuno,Sarah Kazuno,4605,4606,2,3,1
1058,64,394,,,Mutsuki Takamagahara,Mutsuki Takamagahara,4607,4608,1,2,1
1059,3,159,Costume Mending,Costume Repair,南小鳥,南小鳥,4609,4610,3,2,1
1060,6,159,I’m All Worked Up,An Exciting Thought,西木野真姬,西木野真姬,4611,4612,3,1,1
1061,6,80,Diamonds,Diamond,西木野真姬,西木野真姬,4613,4614,3,2,1
1062,1,80,Surprise Present,A Surprise Present,高坂穗乃果,高坂穗乃果,4615,4616,5,3,1
1063,63,401,,,艾瑪・維爾德,艾瑪・維爾德,4617,4618,1,1,1
1064,101,214,Hopes and Dreams,Hopes and Dreams,高海千歌,高海千歌,4619,4620,3,1,1
1065,102,214,Handmade Cake,Homemade Cake,櫻內梨子,櫻內梨子,4621,4622,3,2,1
1066,108,214,Night of Secrets,Secret Night,小原鞠莉,小原鞠莉,4623,4624,3,3,1
1067,103,214,Our Special Time,Special Time,松浦果南,松浦果南,4625,4626,5,1,1
1068,105,214,Let’s Share Our Fun!,Let's Bring Some Joy!,渡邊曜,渡邊曜,4627,4628,4,3,1
1069,19,380,,,Akemi Kikuchi,Akemi Kikuchi,4629,4630,1,3,1
1070,102,318,Love to See Dancing,I Adore the Dance,櫻內梨子,櫻內梨子,4631,4632,3,1,1
1071,104,318,Ice Princess,Ice Princess,黑澤黛雅,黑澤黛雅,4633,4634,3,2,1
1072,114,356,,,Uchicchi,Uchicchi,4635,4635,2,3,1
1073,2,81,Tanuki Plushie,Tanuki Plushie,絢瀨繪里,絢瀨繪里,4636,4637,3,1,1
1074,7,81,Everyone’s Costumes,Everyone's Costumes,東條希,東條希,4638,4639,3,2,1
1075,6,81,Bunny Hop,All About Rabbits,西木野真姬,西木野真姬,4640,4641,4,3,1
1076,25,373,,,Rika Kamiya,Rika Kamiya,4642,4643,1,3,1
1077,104,215,One Step Ahead ♪,One Step Ahead,黑澤黛雅,黑澤黛雅,4644,4645,3,3,1
1078,109,215,Matching Pair,Matching Pair,黑澤露比,黑澤露比,4646,4647,3,2,1
1079,106,215,Holy Night Fallen Angel,Xmas Fallen Angel,津島善子,津島善子,4648,4649,5,1,1
1080,107,215,Bouquet Full of Love,Bouquet of Feelings,國木田花丸,國木田花丸,4650,4651,4,2,1
1081,46,387,,,Fuu Saiki,Fuu Saiki,4652,4653,1,1,1
1082,1,159,Big Surprise ☆,Make It a Surprise!,高坂穗乃果,高坂穗乃果,4654,4655,3,2,1
1083,4,159,Christmas Tree,Christmas Tree,園田海未,園田海未,4656,4657,3,3,1
1084,105,328,Snowy Sage,Snow Stage,渡邊曜,渡邊曜,4658,4658,4,2,1
1085,115,355,,,千歌's mom,千歌's mother,4659,4659,4,5,1
1088,9,81,I’m Not a Tanuki!,I'm Not a Tanuki!,矢澤妮可,矢澤妮可,4662,4663,3,3,1
1089,4,81,Cuteness Preparation,Cuteness in Question,園田海未,園田海未,4664,4665,5,2,1
1090,48,394,,,Chizuko Sakamaki,Chiduko Sakamaki,4666,4667,1,2,1
1091,101,339,,,高海千歌,高海千歌,4668,4669,2,2,1
1092,102,339,,,櫻內梨子,櫻內梨子,4670,4671,2,2,1
1093,103,339,,,松浦果南,松浦果南,4672,4673,2,2,1
1094,104,339,,,黑澤黛雅,黑澤黛雅,4674,4675,2,2,1
1095,105,339,,,渡邊曜,渡邊曜,4676,4677,2,2,1
1096,106,339,,,津島善子,津島善子,4678,4679,2,2,1
1097,107,339,,,國木田花丸,國木田花丸,4680,4681,2,2,1
1098,108,339,,,小原鞠莉,小原鞠莉,4682,4683,2,2,1
1099,109,339,,,黑澤露比,黑澤露比,4684,4685,2,2,1
1100,101,216,"Now, the Fortune!",Draw Your Fortune!,高海千歌,高海千歌,4686,4687,3,3,1
