_id,_textJa,_textEn,_masterReleaseLabelId
DeckEdit_StatusTypetBouns,Attribute Bonus,Attribute bonus,1
DeckEdit_MainUnitSetButton,Set as Main,Main unit settings,1
DeckEdit_RecommendEditButton,推薦,推薦 organization,1
DeckEdit_ResetButton,Reset,reset,1
DeckEdit_OrnamentButton,道具,道具,1
DeckEdit_TotalParamDetailButton,Group Power Details,Comprehensive power details,1
DeckEdit_EventNothing,No event bonuses available.<br>No events are currently being held.,There is no bonus because it is outside event 期間,1
DeckEdit_UnitNameDialogTitle,Unit Name,Unit name,1
DeckEdit_UnitNameDialogMessage,Enter name為this unit.,Please enter unit name,1
DeckEdit_UnitNameDialogLimitNum,8 characters 或 less,Within 8 characters,1
DeckEdit_ClassmateButton,(Dummy),(dummy),1
DeckEdit_ClassmateTotalParam,(Dummy),(dummy),1
DeckEdit_PassiveSkillTotalParam,(Dummy),(dummy),1
DeckEdit_EventBonusMessage,Your event pt bonus is calculated來自總計 value的each 成員於你的unit與bonuses.,Event PT bonuses apply 總計 value的all 選擇ed 成員於formation.,1
DeckEdit_EventBonusEventPointUp_ChallengeLive,Miracle Collection event pts {0}% up,Event Pt {0}%Up與Miracle Collection,1
DeckEdit_EventBonusTotalPointUp_ChallengeLive,Increase group power的certain 成員<br>期間 Miracle Collection.,In Miracle Collection<br>Improve overall power的target 成員,1
DeckEdit_EventBonusEventPointUp_LiveTry,Miracle Collection event pts {0}% up,Event Pt {0}%Up與Miracle Collection,1
DeckEdit_EventBonusTotalPointUp_LiveTry,Increase group power的certain 成員<br>期間 Miracle Collection.,In Miracle Collection<br>Improve overall power的target 成員,1
DeckEdit_EventBonusEventPointUp_MultiLive,,,1
DeckEdit_EventBonusTotalPointUp_MultiLive,,,1
DeckEdit_EventBonusTotalPointUp,成員 Bonus (成員 Group Power),成員 bonus (comprehensive power),1
DeckEdit_EventBonusEventPointUp,(Event pts),(Event PT),1
DeckEdit_EventBonusNoRate,---,---,1
DeckEdit_EventBonusRate,{0}% x{1},{0}%x {1} person,1
DeckEdit_EventBonusRateUp,UP!,UP!,1
DeckEdit_EventBonusInvalidMessage1,Event bonus,Event bonus,1
DeckEdit_EventBonusInvalidMessage2,No valid 成員.,There are no target 成員,1
DeckEdit_Passive,Passive Skill,Passive skill,1
DeckEdit_LiveRole,(Dummy),(dummy),1
DeckEdit_SupportRole,(Dummy),(dummy),1
DeckEdit_SelectEventDialogTitle,選擇活動,選擇活動,1
DeckEdit_SelectEventDialogText,顯示所選活動的加成詳情。,顯示所選活動的加成詳情。,1
DeckEdit_SelectEventDialogCaution,沒有活動加成的活動將會隱藏。,沒有活動加成的活動將會隱藏。,1
DeckEdit_ClassmateDisp,Show all 成員,All 成員 顯示,1
DeckEdit_TotalParamDetailDialogTitle,Unit Details,Unit details,1
DeckEdit_CenterSkillRiseValue,Center skill boost,Center skill rise value,1
DeckEdit_EventBonusRiseValue,Event point boost,Event bonus rise value,1
DeckEdit_UpperArrowValue,↑{0},↑ {0},1
DeckEdit_SkillLvValue,Lv。{0},Lv {0},1
DeckEdit_EventPt,Event pts,Event PT,1
DeckEdit_IconBonus,Miracle Star,Miracle star,1
DeckEdit_StatusTotalAttention,Total unit points shown includes center skill boost value.,comprehensive unit value is described於combination的increase於center skill.,1
DeckEdit_PositionEditMessage,Drag 成員至change their positions.,Drag 成員與change arran愛心寶石ent,1
DeckEditCharaSelect_PhotoTotalParam,成員 group power,Comprehensive power,1
LiveMission_DialogTitle,{0} mission 獎勵s 清單,List的achievement 獎勵s的{0},1
LiveMission_DialogScoreRank,分數 Rank,分數 Rank,1
LiveMission_DialogComboCount,Combo,Number的combo,1
LiveMission_DialogFullCombo,Full Combo,Full combo,1
LiveMission_DialogClearCount,完成 Count,Number的clears,1
ShopCommon_FreeGem,免費愛心寶石,免費愛心寶石,1
ShopCommon_ChargeGem,付費愛心寶石,付費愛心寶石,1
ShopCommon_Price,價格,價格,1
GemShop_FundSettlement,資金決算法<br>公告,資金決算法<br>公告,1
GemShop_ServiceGuidelines,遊戲內貨幣使用方針,遊戲內貨幣使用方針,1
GemShop_MedalGuidelines,愛心寶石使用條款,愛心寶石使用條款,1
GemShop_SpecifiedCommercialTransactions,依特定商業交易法顯示,依特定商業交易法顯示,1
GemShop_SpecifiedCommercialTransactions_DialogTitle,依特定商業交易法顯示,依特定商業交易法顯示,1
GemShop_FundSettlement_DialogTitle,依資金決算法顯示,依資金決算法顯示,1
GemShop_SpecifiedCommercialTransactions_FundSettlement,依特定商業交易法／資金決算法顯示,依特定商業交易法／資金決算法顯示,1
GemShop_BuyComplete,購買完成,購買完成,1
GemShop_BuyCompleteMessage,已購買{1}{0}。,已購買{1}{0}。,1
GemShop_Confirm,確認,確認,1
GemShop_BuyStaminaMessage,要消耗{0}個愛心寶石<br>恢復{1} LP嗎？,要消耗{0}個愛心寶石<br>恢復{1} LP嗎？,1
GemShop_ClosedGemShopMessage,目前無法購買愛心寶石。,目前無法購買愛心寶石。,224012502
GemShop_BuyStaminaCompleteTitle,恢復LP,恢復LP,1
GemShop_BuyStaminaCompleteMessage,已恢復{0} LP！,已恢復{0} LP！,1
GemShop_AgeConfirm,年齡確認,年齡確認,1
GemShop_AgeMessage,請輸入你的出生日期以確認年齡。,請輸入你的出生日期以確認年齡。,1
GemShop_AgeNote,注意：出生日期設定後無法變更。,注意：出生日期設定後無法變更。,1
GemShop_AgeMaxMessage,"※未滿16歲：每月最多¥5,000（含稅）<br>※16歲以上未滿18歲：每月最多¥10,000（含稅）<br>※18歲以上：無消費上限","※未滿16歲：每月最多¥5,000（含稅）<br>※16歲以上未滿18歲：每月最多¥10,000（含稅）<br>※18歲以上：無消費上限",1
GemShop_AgeNote1617,16～17歲：,16～17歲：,1
GemShop_AgeNote16,未滿16歲：,未滿16歲：,1
GemShop_LimitOverMessage,你已達到本月消費上限，本月無法再購買。,你已達到本月消費上限，本月無法再購買。,1
GemShop_LimitAlertOver,你本月已在愛心寶石上消費¥{0}。,你本月已在愛心寶石上消費¥{0}。,1
GemShop_LimitAlert,本次購買將超出你的每月愛心寶石消費上限¥{0}。,本次購買將超出你的每月愛心寶石消費上限¥{0}。,1
GemShop_PurchaseConfirm,要購買{0}嗎？,要購買{0}嗎？,1
GemShop_AgeSelectedTitle,確認年齡,確認年齡,1
GemShop_AgeSelectedContents,以下出生日期是否正確？,以下出生日期是否正確？,1
GemShop_AgeSelectedConfirm,注意：出生日期設定後無法變更。,注意：出生日期設定後無法變更。,1
GemShop_AgeDecisionContents,年齡確認完成。,年齡確認完成。,1
GemShop_AgeDecisionContentsFormat,年齡確認完成。,年齡確認完成。,1
GemShop_AgeDecisionLimitLabel,{0}：每月最多¥{1},{0}：每月最多¥{1},1
GemShop_AgeDecision,設定完成。,設定完成。,1
GemShop_Monthly,每月上限,每月上限,1
GemShop_AlertMessage,本次購買將超出你本月的消費上限¥{0}。確定要繼續嗎？,本次購買將超出你本月的消費上限¥{0}。確定要繼續嗎？,1
GemShopItem_LimitBuyAmount,剩餘{0},剩餘{0},1
GemShopItem_LimitDate,至{0}為止,至{0}為止,1
GemShopItem_Amount,{0}個,{0}個,1
GemShopItem_LimitAmount,剩餘{0}個,剩餘{0}個,1
GemShopItem_GemAmount,{0}個愛心寶石,{0}個愛心寶石,1
GemShopItem_Omake,<br><size=22><color=#F93981>+{0} 免費愛心寶石,<br><size = 22> <color =#f93981>+免費 Loveka {0},1
GemShopItem_Charge,{0}個付費愛心寶石,{0}個付費愛心寶石,1
GemShopItem_Free,{0}個免費愛心寶石,{0}個免費愛心寶石,1
GemShopItem_Money,¥{0},\ {0},1
GemShopItem_Increase,x{0},Increased {0},1
GemShopItem_Period,販售期間,販售期間,1
GemShopItem_Season,{0}～{1},{0}～{1},1
GemShopItem_TicketInfo,*曜 cannot 獲得 愛心寶石為days 當 you did not log於.<br>*道具 other than 愛心寶石 will be sent至你的禮物箱.<br>*道具 will be directly added至你的inventory upon logging於.<br>*Login bonuses can be received來自midnight day after purchasing.,* 曜 cannot 獲得 Loveka on day you did not log於<br>* 道具 other than Loveka will be sent至present<br>* It is given directly 當 logged於與 is reflected於number的possession.<br>* 曜 can 獲得 登入 bonus來自0:00 following day的purchase date.,1
GemShopItem_TicketBuyInfo,<color=#D73C55>Purchased</color><br>Valid until: {0},<color =#d73C55> Purchased </color><br>Expiration date: {0},1
GemShopItem_TicketRemainPresent,1 free per day<br><color=#D73C55>{0} remaining</color>,Gift1次 day<br><COLOR =#D73C55> Dust {0} times </color>,1
GemShopItem_ChargeGemComfirm,Spend {0} 愛心寶石(s)至purchase {1}?<br>This 道具 can only be purchased與付費愛心寶石.,We consume {0}與purchase {1}<br>This product can be purchased only與付費 Labka,1
GemShopItem_FreeGemComfirm,Spend {0} 愛心寶石(s)至purchase {1}?<br>免費愛心寶石 will be spent first.,We consume {0}與buy {1}<br>Loveka is consumed來自free,1
GemShopItem_SubscriptionButton_MembersCard,View 成員 Card,See 你的成員hip card,1
GemShopItem_SubscriptionButton_Buy,Purchase,purchase,1
GemShopItem_SubscriptionButton_Info,成員hip Details,Details,1
GemShopItem_SubscriptionRemainingText,Renews於: {0},Until update {0},1
GemShopItem_Membership_CardNo,成員hip No.,成員 NO,1
GemShopItem_Membership_CardStart,成員hip start date,Join Date,1
GemShopItem_Membership_CardChangeButton,Change<br>Design,Design<br>Change,1
GemShopItem_Membership_WallpaperTitle,Change 成員 Card Design,成員hip card design change,1
GemShopItem_Membership_WallpaperAlert,*Changes will not be visible until you tap confirm.,* It will not be reflected unless you tap decision 按鈕,1
GemShopItem_Membership_WallpaperSelected,選擇ed,choosing,1
GemShopItem_Membership_WallpaperUsing,In 使用,於 use,1
GemShopItem_Membership_WallpaperDecide,確認,Decision,1
GemShopItem_Membership_WallpaperNotice,design的你的成員 card has been changed.,Changed design的成員hip card,1
GemShopItem_Membership_InfoTitle,成員hip Details,Details,1
GemShopItem_Membership_InfoTabSummary,Overview,overview,1
GemShopItem_Membership_InfoTabLoginBonus,登入獎勵es,Login bonus,1
GemShopItem_Membership_InfoTabMission,Goals,assignment,1
GemShopItem_Membership_InfoSummaryTitle,MIRACLE Pass 成員hip - Overview,Miracle Pass 成員 Overview,1
GemShopItem_Membership_InfoSummaryUnsubscribe,Unsubscribe,取消,1
GemShopItem_Membership_InfoLoginBonusTitle,Special MIRACLE Pass 登入獎勵es!,Miracle Pass 成員 Special 登入獎勵!,1
GemShopItem_Membership_InfoLoginBonusDescription,"Earn more與MIRACLE Pass！登入為20 days至獲得 up至1,000 免費愛心寶石!<br>*曜 can begin receiving 登入 bonuses day after you purchase pass.",Acquired透過joining Miracle pass！登入為20 days與get maximum的1000 Loveka GET!<br>* 曜 can 獲得 it來自day after you join.,1
GemShopItem_Membership_InfoLoginBonusDayCount,No。的 Days,Number的days,1
GemShopItem_Membership_InfoLoginBonusDayCountFormat,Day {0},{0} Day,1
GemShopItem_Membership_InfoLoginBonusGotItem,Bonus 道具,Acquired 道具,1
GemShopItem_Membership_InfoLoginBonusStatus,Status,Acquisition status,1
GemShopItem_Membership_InfoLoginBonusClear,Obtained,Already acquired,1
GemShopItem_Membership_InfoLoginBonusNotClear,Not completed,Not Achieved,1
GemShopItem_Membership_InfoMissionTitle,Special Goals為MIRACLE Pass 成員!,MIRACLE Pass 成員 Special Assignment!,1
GemShopItem_Membership_InfoMissionDescription,"Complete all的goals至get up至1,500 免費愛心寶石!<br><br>*Please be sure至complete goals at least 48 hours before end的可用 期間.",完成 all issues與get maximum的1500 Loveka GET!<br>* Please clear at 48 hours before end的期間.,1
GemShopItem_Membership_InfoMissionClearCount,No。的 歌曲 已完成,Number的music clears,1
GemShopItem_Membership_InfoMissionClearCountFormat,完成 {0}x,{0} 完成,1
GemShopItem_Membership_InfoMissionGotItem,Bonus 道具,Acquired 道具,1
GemShopItem_Membership_InfoMissionStatusProgress,In Progress,於 progress,1
GemShopItem_Membership_InfoMissionStatusClear,已完成,clear,1
GemShopItem_Membership_InfoMissionStatusReceived,Received,獎勵 received,1
GemShopItem_Membership_InfoMissionButton,See Goals,To challenge,1
ConfirmMedal_Gem,Current 愛心寶石,確認的possession Loveka,1
ConfirmMedal_Log,愛心寶石 Details,Loveka details,1
ConfirmMedal_ChargeGemReason,[{0}] purchased.,I purchased [{0}],1
DeckConfirm_LiveStartWarning,曜 must have 9 成員於你的unit至start 演唱會.<br>Please 增加 more 成員至unit.,To start live，you need至set nine 成員於unit<br>Please organize 成員,1
DeckConfirm_StaminaUse,Consume {0},{0} consumption,1
DeckConfirm_AutoBurstDialogTitle,Auto 票券 Settings,Consumer auto ticket setting,1
DeckConfirm_LiveBurstDialogTitle,LP Consumption Settings,Consumption LP settings,1
DeckConfirm_UseBurstDialogTitle,Burst Settings,使用d burst settings,1
DeckConfirm_UseBurstDialogBurstSetting,General burst usage setting.,Basic use burst settings,1
DeckConfirm_UseBurstDialogThisTimeBurst,Bursts至be used this time.,Burst used this time,1
DeckConfirm_UseBurstDialogAutoDescription,Gameplay will be skipped if you use 跳過 票券.,Using skip ticket will be skip play,1
DeckConfirm_UseBurstDialogBurstWarning,*跳過 票券與earliest expiration dates will be used first.<br>*跳過 票券 can only be used為歌曲與difficulties you have already cleared.,* 跳過 tickets are used來自those與early use。<br>* 跳過 tickets can only be used為clear 歌曲與難度 等級.,1
DeckConfirm_UseBurstDialogAutoWarning,*跳過 票券與earliest expiration dates will be used first.<br>*跳過 票券 can only be used為歌曲與difficulties you have already cleared.,* 跳過 tickets are used來自those與early use。<br>* 跳過 tickets can only be used為clear 歌曲與難度 等級.,1
DeckConfirm_NoBurst,Not Obtained,Unpalated,1
DeckConfirm_CanNotUsedNoBurst,Unavailable。None currently held.,無法 be used because it is not possessed,1
DeckConfirm_CanNotUsedNoClear,Unavailable。 選擇ed 歌曲 has not been cleared.,無法 be used because 選擇ed 歌曲 is not cleared,1
DeckConfirm_CanNotUsedNoClearShort,Unavailable為uncleared 歌曲.,Not available 當 clearing,1
DeckConfirm_LiveParam,演唱會 Value,演唱會 numerical value,1
DeckConfirm_AutoParam,Auto Value,Auto numerical value,1
DeckConfirm_EventPointGet,Event pts,Event PT,1
DeckConfirm_EventGachaPointGet,招募 (Box) pts 獲得,Solicary (Box) P acquisition,1
DeckConfirm_ItemAndExpGet,獎勵 & EXP,獎勵 / EXP,1
DeckConfirm_Magni,x,Doubling,1
DeckConfirm_StaminaBoostNotSelect,Set,setting,1
DeckConfirm_StaminaBoostSelect,Set,setting up,1
DeckConfirm_StaminaBoostWarning,*If 你的LP consumption settings exceed 你的current LP，all的你的current LP will be consumed.,* If number的consumption is less than set consumption，consume all number的possessions.,1
DeckConfirm_StaminaBoostAutoWarning,"*When ""auto"" is used，high 分數s與achievement awards are not recorded.",* In case的auto，high 分數與achievement 獎勵 are not recorded.,1
DeckConfirm_Note,曜 have 0 LP.<br>跳過ping is not available.<br>Please 選擇 method<br>if you would like至restore LP.,Since LP is 0，you cannot skip<br>If you recover LP，選擇 recovery method.,1
DeckConfirm_OptionButton,Options,option,1
DeckConfirm_HealthyBoostButton,LP,LP,1
DeckConfirm_StartButton,開始 演唱會,演唱會 start,1
DeckConfirm_AutoOn,Auto: ON,Auto: ON,1
DeckConfirm_AutoOff,Auto: OFF,Auto: OFF,1
DeckConfirm_Passive,Passive Skill,Passive skill,1
DeckConfirm_LiveRole,演唱會 Leader,演唱會於付費,1
DeckConfirm_SupportRole,Support,Support 付費,1
DeckConfirm_EventBonusTotalPointUp,成員 Bonus (成員 Group Power),成員 bonus (comprehensive power),1
DeckConfirm_EventBonusEventPointUp,(Event pts),(Event PT),1
DeckConfirm_EventBonusNoRate,---,---,1
DeckConfirm_EventBonusRate,{0}%,{0}%,1
DeckConfirm_EventBonusRateUp,UP!,UP!,1
DeckConfirm_EventBonusInvalidMessage1,Event bonus,Event bonus,1
DeckConfirm_EventBonusInvalidMessage2,No valid 成員.,There are no target 成員,1
DeckConfirm_LiveBonusTypePointUp,Attribute Bonus (成員 Group Power),Attribute bonus (comprehensive power),1
DeckConfirm_LiveBonusRate,{0}% x{1},{0}%x {1} sheets,1
DeckConfirm_LiveBonusRateUp,UP!,UP!,1
DeckConfirm_EventCandyAmount,{0}/{1},{0}/{1},1
DeckConfirm_LiveConditionButton,Special 演唱會,演唱會 conditions,1
DeckConfirm_LiveConditionDialogTitle,演唱會 Special Conditions,演唱會 conditions,1
DeckConfirm_LiveConditionDialogCondition,演唱會 show special conditions,演唱會 participation conditions,1
DeckConfirm_LiveConditionDialogRule,演唱會 show rules,演唱會 rule,1
DeckConfirm_LiveConditionDialogErrorMessage,<color=#ff0000>演唱會 special requirements</color>have not been met.<br>曜 cannot participate於this 演唱會.,<COLOR =#ff0000> 演唱會 participation conditions </color> did not meet<br>I could not participate,1
Story_MainStoryFirstSeason,First Season,First season,1
Story_MainStorySecondSeason,Second Season,Second season,1
Story_SeasonChapterNumberFormat,#{0} - {1},#{0} - {1},1
Story_ChapterNumberFormat,#{0},#{0},1
Story_TitleWithChapterNumberFormat,{0} Chapter {1} - {2},{0} {1} 劇情 '{2}',1
Story_ReleaseTitleWithChapterNumberFormat,{0}<br>Chapter {1} - {2},{0}<br>{1} 劇情 '{2}',1
Story_StoryTopHeaderMainTitle,劇情 Top,劇情 TOP,1
Story_StoryTopHeaderSubTitle,劇情,劇情,1
Story_MainStoryListHeaderMainTitle,劇情 選擇,劇情 選擇ion,1
Story_MainStoryListHeaderSubTitle,Main 劇情,Main 劇情,1
Story_SubStoryTopHeaderMainTitle,選擇 Group,Group 選擇ion,1
Story_SubStoryTopHeaderSubTitle,Side 劇情,Sub劇情,1
Story_SubStoryListHeaderMainTitle,劇情 選擇,劇情 選擇ion,1
Story_SubStoryListHeaderSubTitle,Side 劇情,Sub劇情,1
Story_EventStoryTopHeaderMainTitle,選擇 Event,Event 選擇ion,1
Story_EventStoryTopHeaderSubTitle,Event 劇情,Event 劇情,1
Story_EventStoryListHeaderMainTitle,劇情 選擇,劇情 選擇ion,1
Story_EventStoryListHeaderSubTitle,Event 劇情,Event 劇情,1
Story_CardStoryTopHeaderMainTitle,選擇 成員,成員 選擇ion,1
Story_CardStoryTopHeaderSubTitle,劇情,劇情,1
Story_CardStoryListHeaderMainTitle,劇情 選擇,劇情 選擇ion,1
Story_CardStoryListHeaderSubTitle,劇情,劇情,1
StoryPart_NumberFormat,Chapter {0},{0} 劇情,1
StoryPart_TitleWithNumberFormat,Chapter {0}: {1},{0} 劇情 '{1}',1
StoryPart_TitleWithNumberTranslucentFormat,<color=#804B413C>Chapter {0} - {1}</color>,<color =#804b413c> {0} 劇情 '{1} </color>,1
StoryPart_TitleListWithNumberFormat,Chapter {0} - Chapter {1},{0} 劇情 ~ {1} 劇情,1
StoryPart_SeasonChapterNumberFormat,#{0} - {1} - {2},#{0}-{1}-{2},1
StoryPart_ChapterNumberFormat,#{0} - {1},#{0} - {1},1
StoryPart_TitleWithChapterNumberFormat,Chapter {0}: {1},{0} 劇情 '{1}',1
StoryPart_RankReleaseDetailFormat,Reach Rank {0}.,Set Rank至{0},1
StoryPart_GroupRankReleaseDetailFormat,Get 總計 group Rank至{0}.,Make comprehensive glue planck into {0},1
StoryPart_LiveReleaseDetailFormat,完成 {0}<br>與 分數的{1} 或 higher.,完成 {0} 與<br>分數 {1} 或 more,1
StoryPart_MissionReleaseDetailFormat,完成 mission {0}.,完成 mission '{0}',1
StoryPart_ReleaseInfo,Play game與raise 你的Rank!,Play game與give Rank!,1
StoryPart_NotRelease,Not currently available.,Currently not open,1
SubStory_GroupRankRewardDialogTitle,Group Rank 獎勵 List,List的glue plank 獎勵s,1
SubStory_GroupRankRewardDialogUntilRankUp,Rank Up於:,Until 排行榜 up,1
SubStory_GroupRankRewardDialogTotalExp,Total EXP,Cumulative EXP,1
SubStory_GroupRankRewardDialogRank,Rank,Rank,1
SubStory_GroupRankRewardDialogMax,MAX,MAX,1
ConfirmMedal_DialogTitle,Current 愛心寶石,確認的possession Loveka,1
ConfirmMedal_ChargeMedal,付費,付費,1
ConfirmMedal_FreeMedal,免費,免費的付費,1
ConfirmMedal_TotalMedal,Total 愛心寶石,Total Loveka,1
ConfirmMedal_Warning,Note: 免費愛心寶石 will be used first.,* It is consumed first來自free Loveka,1
ConfirmMedal_UpdateHistory,更新,update,1
ConfirmMedal_HistoryTitle,愛心寶石 Details,Loveka details,1
ConfirmMedal_UsedHistoryTitle,Usage Hi劇情,Usage hi劇情,1
ConfirmMedal_AcquiredHistoryTitle,Acquisition Hi劇情,Acquisition hi劇情,1
ConfirmMedal_HistoryDate,Date used,Date與time,1
ConfirmMedal_HistoryReason,使用d on,使用,1
ConfirmMedal_HistoryNote,*顯示s hi劇情的愛心寶石 acquired與used為up至past 3 months.,* acquisition與consumption hi劇情的Loveka will be 顯示為up至3 months.,1
ConfirmMedal_HistoryFreeMedal,免費,免費的付費,1
ConfirmMedal_HistoryChargeMedal,付費,付費,1
Ornament_EffectValueFormat,<color=#D73C55>{0:0.##}%</color>,<color =#d73C55> {0: 0。##}%</color>,1
Ornament_UnlockDetail_None,-,-,1
Ornament_UnlockDetail_GroupLevelReward,Unlocked透過reaching {0} group Rank {1}.,It will be released與{0} glue plank {1}.,1
Ornament_UnlockDetail_StoryPartReward,Unlocked透過viewing<br>{0}<br>於 劇情 mode.,劇情<br>{0}<br>Will be released透過browsing,1
Ornament_UnlockDetail_MissionReward,Unlocked透過completing<br>{0}<br>於 mission mode.,任務<br>{0}<br>Will be released 當 achieved,1
Ornament_PlaceButton,Place,Installation,1
Ornament_CannnotPlace,無法 be placed.,無法 be installed,1
Ornament_TalkCharacterNameSeparator,x,×,1
Ornament_TalkUnlockLevel,Unlocked透過reaching 等級 <color=#D73C55>{0}</color>.,等級 <color =#d73C55> {0} </color>,1
Ornament_TeaSetLevelUpConditionLabel,等級 Up conditions:,▼ 等級 up conditions,1
Ornament_ReplaceDialog_OrnamentType,★{0}★,★ {0} ★,1
Ornament_EventEffectDetail,{0} 當 playing {3}的{2}.<br>({1} outside的applicable 演唱會.),{0} 當 playing '{2}'於'{3}'<br>({1} except為target live),1
StaminaCharge_NoChargeItem,*曜 do not have any LP Candy.,* I do not have LP candy,1
StaminaCharge_RecoveryConfirmDialogTitle,Restore LP,LP recovery confirmation,1
StaminaCharge_RecoveryConfirmDialogMessage,使用 選擇ed 道具(s)至restore {0} LP?,Do you use 選擇ed 道具至recover LP {0}?,1
StaminaCharge_RecoveryConfirmDialogWarningNoItem,*曜 do not have any 道具至restore LP.,* We do not have LP recovery 道具,1
StaminaCharge_RecoveryConfirmDialogWarningOverLimit1,*曜 cannot restore LP if 你的current LP exceeds 你的maximum LP.,* LP recovery cannot be recovered if LP is currently exceeding maximum LP.,1
StaminaCharge_RecoveryConfirmDialogWarningOverLimit2,*Any LP 數量 over 999 will be shown as 999+.,* If LP exceeds 999，it will be 顯示 as 999+.,1
StaminaCharge_Special_Commercial_Code,顯示 Specified Commercial Transactions Act / Payment Services Act,顯示 based on Special Commercial Code/Fund Settlement Law,1
StaminaCharge_RecoveryFrequency,Restore {0},{0} recovery,1
StaminaCharge_StaminaLabel,LP,LP,1
StampTab_DefaultStamp,Default Stickers,Basic stamp,1
StampTab_RareStamp,Limited-Edition Stickers,Limited stamp,1
StampTab_HistoryStamp,Hi劇情,hi劇情,1
StampTab_FavoriteStamp,Favorite,favorite,1
NotExistsStamp_DefaultStamp,No default stickers available!,普通ly there is no stamp!,1
NotExistsStamp_RareStamp,曜 do not have any limited-edition stickers.,I do not have limited stamp,1
NotExistsStamp_HistoryStamp,No sticker hi劇情 available.,No stamp hi劇情,1
NotExistsStamp_FavoriteStamp,No stickers have been favorited.,I don't have favorite stamp,1
NotExistsStamp_RareStampSub,Limited-edition stickers can be 獲得 期間 events與other special occasions.,Limited stamps can be 獲得 at events etc.,1
NotExistsStamp_HistoryStampSub,Any stickers you use will be recorded於你的sticker hi劇情.,If you use stamp， hi劇情 will be saved,1
NotExistsStamp_FavoriteStampSub,Favorited stickers can be set on 演唱會 選擇ion 畫面.,曜 can set 你的favorite stamp on live 選擇ion 畫面,1
MemberIllustrateList_SelectCharaMessage,★選擇 成員!★,★ Please 選擇 成員 ★,1
MemberCharaTop_CostumeChange,Costume Change,Change的costumes,1
MemberCharaTop_Profile,Profile,profile,1
MemberCharaTop_AriaTalk,Mini 劇情,Mini劇情,1
MemberCharaTop_Album,Album,album,1
LiveSelect_UseStaminaBoost,演唱會 w/ {0},演唱會於{0},1
LiveSelect_NoneStaminaBoost,演唱會 w/ 0,演唱會 at 0,1
LiveSelect_Note,Please 選擇 method<br>if you would like至restore LP.,If you want至recover LP，選擇 recovery method,1
LiveSelect_Title,確認 LP,LP confirmation,1
LiveSelect_SettingStaminaNum,LP cost,Consumption LP,1
LiveSelect_HasStaminaNum,Hold,number的possession,1
LiveSelect_NoItem,None held,I don't have it,1
LiveSelect_PenaltyTitle,Access Restricted,Functional restriction,1
LiveSelect_PenaltyMessage,曜 have performed inappropriate conduct於Teamup 演唱會.<br>曜 are temporarily restricted來自playing.<br>Please wait until restriction is lifted.,In today's live，we have confirmed annoying act為other customers。<br>We have temporarily restrict functions<br>Please wait until it is released.,1
LiveSelect_PenaltyUnlockTime,Restriction lifted於:,Until cancellation,1
LiveSelect_Belonging,Belongings,Holding,1
LiveSelect_Medal,愛心寶石,Labka,1
LiveSelect_ConsumEventStamina,使用 {0} Miracle Stars,Miracle Star consumption {0},1
LiveSelect_EventTerm,Event Period:,Holding 期間:,1
LiveSelect_EventRankingAll,All,whole,1
LiveSelect_EventRankingGroup,Group,Consolidation,1
LiveSelect_EventRank,place,Position,1
LiveSelect_HasEventCandy,Miracle Stars held,Miracle star於possession,1
LiveSelect_HasEventPick,Held,Possession,1
LiveSelect_HasEventTicket,Held,Possession,1
LiveSelect_EventCurrencyCandy,Stickers,Individual,1
LiveSelect_EventCurrencyPick,Stickers,Individual,1
LiveSelect_EventCurrencyTicket,Cards,Sheet,1
LiveSelect_EventAcquisitionCandy,曜 can get (Dummy)!,(Dummy) Acquired!,1
LiveSelect_EventAcquisitionPick,曜 can get (Dummy)!,(Dummy) Acquired!,1
LiveSelect_EventAcquisitionTicket,曜 can get (Dummy)!,(Dummy) Acquired!,1
LiveSelect_EventCandyInfo,← Collect these與play event 演唱會!,Gather與play event live!,1
LiveSelect_EventPickInfo,Collect (Dummy)與take them至道具 交換!,Collect (dummy)與go至交換!,1
LiveSelect_EventTopPickInfo,Check out bingo sheet!,Let's check bingo seat!,1
LiveSelect_EventTicketInfo,Collect (Dummy)與spin tombola!,Collect (dummy)與turn around!,1
LiveSelect_EventTopTicketInfo,Check out co-op missions!,Let's check cooperation mission!,1
LiveSelect_TeacherLive,(Dummy) 演唱會,(Dummy) 演唱會,1
LiveSelect_EventTermTitle,Event Period:,Holding 期間:,1
LiveSelect_EventResultTermTitle,Result announcement schedule:,Result announcement 期間:,1
LiveSelect_EventOpenLabel,Event on now,Event now being held,1
LiveSelect_EventCloseLabel,Event over,End的event,1
LiveSelect_EventRemainDay,Event ends於{0} days.,Until end的event {0} day,1
LiveSelect_EventRemainTime,Event ends於{0}:{1:D2}.,Until end的event {0}: {1: D2},1
LiveSelect_EventRankingAggregate,Calculating 排行榜s...,Under 排行榜。..,1
LiveSelect_Aggregate,Calculating,During aggregation,1
LiveSelect_NowRankingAgreegating,排行榜s are currently being calculated.,Currently under 排行榜,1
LiveSelect_EventRewardGetTime,獎勵 可用 期間: {0},獎勵 receipt 期間; {0},1
LiveSelect_EventClose,This event has ended.,event is over,1
Migration_TakeOver,Data Transfer,Data transfer,1
