_id,_name,_category,_detailText,_priority,_spriteName,_masterReleaseLabelId
4000027,Operation: Slump Escape！璃奈 Top 100,4,Operation: Slump Escape！璃奈 Top 100,27,title_e_0101_03009_0001,223041904
4000028,Operation: Slump Escape！栞子 Top 100,4,Operation: Slump Escape！栞子 Top 100,28,title_e_0101_03010_0001,223041904
4000029,Operation: Slump Escape！米雅 Top 100,4,Operation: Slump Escape！米雅 Top 100,29,title_e_0101_03011_0001,223041904
4000030,Operation: Slump Escape！嵐珠 Top 100,4,Operation: Slump Escape！嵐珠 Top 100,30,title_e_0101_03012_0001,223041904
4000031,Operation: Slump Escape！香音 Top 100,4,Operation: Slump Escape！香音 Top 100,31,title_e_0101_04001_0001,223041904
4000032,Operation: Slump Escape！可可 Top 100,4,Operation: Slump Escape！可可 Top 100,32,title_e_0101_04002_0001,223041904
4000033,Operation: Slump Escape！千砂都 Top 100,4,Operation: Slump Escape！千砂都 Top 100,33,title_e_0101_04003_0001,223041904
4000034,Operation: Slump Escape！堇 Top 100,4,Operation: Slump Escape！堇 Top 100,34,title_e_0101_04004_0001,223041904
4000035,Operation: Slump Escape！戀 Top 100,4,Operation: Slump Escape！戀 Top 100,35,title_e_0101_04005_0001,223041904
4000036,Operation: Slump Escape！希奈子 Top 100,4,Operation: Slump Escape！希奈子 Top 100,36,title_e_0101_04006_0001,223041904
4000037,Operation: Slump Escape！芽衣 Top 100,4,Operation: Slump Escape！芽衣 Top 100,37,title_e_0101_04007_0001,223041904
4000038,Operation: Slump Escape！四季 Top 100,4,Operation: Slump Escape！四季 Top 100,38,title_e_0101_04008_0001,223041904
4000039,Operation: Slump Escape！夏美 Top 100,4,Operation: Slump Escape！夏美 Top 100,39,title_e_0101_04009_0001,223041904
4000040,"Operation: Slump Escape！穗乃果 Top 10,000",4,"Operation: Slump Escape！穗乃果 Top 10,000",40,title_e_0101_01001_0002,223041904
4000041,"Operation: Slump Escape！繪里 Top 10,000",4,"Operation: Slump Escape！繪里 Top 10,000",41,title_e_0101_01002_0002,223041904
4000042,"Operation: Slump Escape！小鳥 Top 10,000",4,"Operation: Slump Escape！小鳥 Top 10,000",42,title_e_0101_01003_0002,223041904
4000043,"Operation: Slump Escape！海未 Top 10,000",4,"Operation: Slump Escape！海未 Top 10,000",43,title_e_0101_01004_0002,223041904
4000044,"Operation: Slump Escape！凜 Top 10,000",4,"Operation: Slump Escape！凜 Top 10,000",44,title_e_0101_01005_0002,223041904
4000045,"Operation: Slump Escape！真姬 Top 10,000",4,"Operation: Slump Escape！真姬 Top 10,000",45,title_e_0101_01006_0002,223041904
4000046,"Operation: Slump Escape！希 Top 10,000",4,"Operation: Slump Escape！希 Top 10,000",46,title_e_0101_01007_0002,223041904
4000047,"Operation: Slump Escape！花陽 Top 10,000",4,"Operation: Slump Escape！花陽 Top 10,000",47,title_e_0101_01008_0002,223041904
4000048,"Operation: Slump Escape！妮可 Top 10,000",4,"Operation: Slump Escape！妮可 Top 10,000",48,title_e_0101_01009_0002,223041904
4000049,"Operation: Slump Escape！千歌 Top 10,000",4,"Operation: Slump Escape！千歌 Top 10,000",49,title_e_0101_02001_0002,223041904
4000050,"Operation: Slump Escape！梨子 Top 10,000",4,"Operation: Slump Escape！梨子 Top 10,000",50,title_e_0101_02002_0002,223041904
4000051,"Operation: Slump Escape！果南 Top 10,000",4,"Operation: Slump Escape！果南 Top 10,000",51,title_e_0101_02003_0002,223041904
4000052,"Operation: Slump Escape！黛雅 Top 10,000",4,"Operation: Slump Escape！黛雅 Top 10,000",52,title_e_0101_02004_0002,223041904
4000053,"Operation: Slump Escape！曜 Top 10,000",4,"Operation: Slump Escape！曜 Top 10,000",53,title_e_0101_02005_0002,223041904
4000054,"Operation: Slump Escape！善子 Top 10,000",4,"Operation: Slump Escape！善子 Top 10,000",54,title_e_0101_02006_0002,223041904
4000055,"Operation: Slump Escape！花丸 Top 10,000",4,"Operation: Slump Escape！花丸 Top 10,000",55,title_e_0101_02007_0002,223041904
4000056,"Operation: Slump Escape！鞠莉 Top 10,000",4,"Operation: Slump Escape！鞠莉 Top 10,000",56,title_e_0101_02008_0002,223041904
4000057,"Operation: Slump Escape！露比 Top 10,000",4,"Operation: Slump Escape！露比 Top 10,000",57,title_e_0101_02009_0002,223041904
4000058,"Operation: Slump Escape！步夢 Top 10,000",4,"Operation: Slump Escape！步夢 Top 10,000",58,title_e_0101_03001_0002,223041904
4000059,"Operation: Slump Escape！霞 Top 10,000",4,"Operation: Slump Escape！霞 Top 10,000",59,title_e_0101_03002_0002,223041904
4000060,"Operation: Slump Escape！雫 Top 10,000",4,"Operation: Slump Escape！雫 Top 10,000",60,title_e_0101_03003_0002,223041904
4000061,"Operation: Slump Escape！果林 Top 10,000",4,"Operation: Slump Escape！果林 Top 10,000",61,title_e_0101_03004_0002,223041904
4000062,"Operation: Slump Escape！愛 Top 10,000",4,"Operation: Slump Escape！愛 Top 10,000",62,title_e_0101_03005_0002,223041904
4000063,"Operation: Slump Escape！彼方 Top 10,000",4,"Operation: Slump Escape！彼方 Top 10,000",63,title_e_0101_03006_0002,223041904
4000064,"Operation: Slump Escape！雪菜 Top 10,000",4,"Operation: Slump Escape！雪菜 Top 10,000",64,title_e_0101_03007_0002,223041904
4000065,"Operation: Slump Escape！艾瑪 Top 10,000",4,"Operation: Slump Escape！艾瑪 Top 10,000",65,title_e_0101_03008_0002,223041904
4000066,"Operation: Slump Escape！璃奈 Top 10,000",4,"Operation: Slump Escape！璃奈 Top 10,000",66,title_e_0101_03009_0002,223041904
4000067,"Operation: Slump Escape！栞子 Top 10,000",4,"Operation: Slump Escape！栞子 Top 10,000",67,title_e_0101_03010_0002,223041904
4000068,"Operation: Slump Escape！米雅 Top 10,000",4,"Operation: Slump Escape！米雅 Top 10,000",68,title_e_0101_03011_0002,223041904
4000069,"Operation: Slump Escape！嵐珠 Top 10,000",4,"Operation: Slump Escape！嵐珠 Top 10,000",69,title_e_0101_03012_0002,223041904
4000070,"Operation: Slump Escape！香音 Top 10,000",4,"Operation: Slump Escape！香音 Top 10,000",70,title_e_0101_04001_0002,223041904
4000071,"Operation: Slump Escape！可可 Top 10,000",4,"Operation: Slump Escape！可可 Top 10,000",71,title_e_0101_04002_0002,223041904
4000072,"Operation: Slump Escape！千砂都 Top 10,000",4,"Operation: Slump Escape！千砂都 Top 10,000",72,title_e_0101_04003_0002,223041904
4000073,"Operation: Slump Escape！堇 Top 10,000",4,"Operation: Slump Escape！堇 Top 10,000",73,title_e_0101_04004_0002,223041904
4000074,"Operation: Slump Escape！戀 Top 10,000",4,"Operation: Slump Escape！戀 Top 10,000",74,title_e_0101_04005_0002,223041904
4000075,"Operation: Slump Escape！希奈子 Top 10,000",4,"Operation: Slump Escape！希奈子 Top 10,000",75,title_e_0101_04006_0002,223041904
4000076,"Operation: Slump Escape！芽衣 Top 10,000",4,"Operation: Slump Escape！芽衣 Top 10,000",76,title_e_0101_04007_0002,223041904
4000077,"Operation: Slump Escape！四季 Top 10,000",4,"Operation: Slump Escape！四季 Top 10,000",77,title_e_0101_04008_0002,223041904
4000078,"Operation: Slump Escape！夏美 Top 10,000",4,"Operation: Slump Escape！夏美 Top 10,000",78,title_e_0101_04009_0002,223041904
4000079,"Operation: Slump Escape！穗乃果 Top 30,000",4,"Operation: Slump Escape！穗乃果 Top 30,000",79,title_e_0101_01001_0003,223041904
4000080,"Operation: Slump Escape！繪里 Top 30,000",4,"Operation: Slump Escape！繪里 Top 30,000",80,title_e_0101_01002_0003,223041904
4000081,"Operation: Slump Escape！小鳥 Top 30,000",4,"Operation: Slump Escape！小鳥 Top 30,000",81,title_e_0101_01003_0003,223041904
4000082,"Operation: Slump Escape！海未 Top 30,000",4,"Operation: Slump Escape！海未 Top 30,000",82,title_e_0101_01004_0003,223041904
4000083,"Operation: Slump Escape！凜 Top 30,000",4,"Operation: Slump Escape！凜 Top 30,000",83,title_e_0101_01005_0003,223041904
4000084,"Operation: Slump Escape！真姬 Top 30,000",4,"Operation: Slump Escape！真姬 Top 30,000",84,title_e_0101_01006_0003,223041904
4000085,"Operation: Slump Escape！希 Top 30,000",4,"Operation: Slump Escape！希 Top 30,000",85,title_e_0101_01007_0003,223041904
4000086,"Operation: Slump Escape！花陽 Top 30,000",4,"Operation: Slump Escape！花陽 Top 30,000",86,title_e_0101_01008_0003,223041904
4000087,"Operation: Slump Escape！妮可 Top 30,000",4,"Operation: Slump Escape！妮可 Top 30,000",87,title_e_0101_01009_0003,223041904
4000088,"Operation: Slump Escape！千歌 Top 30,000",4,"Operation: Slump Escape！千歌 Top 30,000",88,title_e_0101_02001_0003,223041904
4000089,"Operation: Slump Escape！梨子 Top 30,000",4,"Operation: Slump Escape！梨子 Top 30,000",89,title_e_0101_02002_0003,223041904
4000090,"Operation: Slump Escape！果南 Top 30,000",4,"Operation: Slump Escape！果南 Top 30,000",90,title_e_0101_02003_0003,223041904
4000091,"Operation: Slump Escape！黛雅 Top 30,000",4,"Operation: Slump Escape！黛雅 Top 30,000",91,title_e_0101_02004_0003,223041904
4000092,"Operation: Slump Escape！曜 Top 30,000",4,"Operation: Slump Escape！曜 Top 30,000",92,title_e_0101_02005_0003,223041904
4000093,"Operation: Slump Escape！善子 Top 30,000",4,"Operation: Slump Escape！善子 Top 30,000",93,title_e_0101_02006_0003,223041904
4000094,"Operation: Slump Escape！花丸 Top 30,000",4,"Operation: Slump Escape！花丸 Top 30,000",94,title_e_0101_02007_0003,223041904
4000095,"Operation: Slump Escape！鞠莉 Top 30,000",4,"Operation: Slump Escape！鞠莉 Top 30,000",95,title_e_0101_02008_0003,223041904
4000096,"Operation: Slump Escape！露比 Top 30,000",4,"Operation: Slump Escape！露比 Top 30,000",96,title_e_0101_02009_0003,223041904
4000097,"Operation: Slump Escape！步夢 Top 30,000",4,"Operation: Slump Escape！步夢 Top 30,000",97,title_e_0101_03001_0003,223041904
4000098,"Operation: Slump Escape！霞 Top 30,000",4,"Operation: Slump Escape！霞 Top 30,000",98,title_e_0101_03002_0003,223041904
4000099,"Operation: Slump Escape！雫 Top 30,000",4,"Operation: Slump Escape！雫 Top 30,000",99,title_e_0101_03003_0003,223041904
4000100,"Operation: Slump Escape！果林 Top 30,000",4,"Operation: Slump Escape！果林 Top 30,000",100,title_e_0101_03004_0003,223041904
4000101,"Operation: Slump Escape！愛 Top 30,000",4,"Operation: Slump Escape！愛 Top 30,000",101,title_e_0101_03005_0003,223041904
4000102,"Operation: Slump Escape！彼方 Top 30,000",4,"Operation: Slump Escape！彼方 Top 30,000",102,title_e_0101_03006_0003,223041904
4000103,"Operation: Slump Escape！雪菜 Top 30,000",4,"Operation: Slump Escape！雪菜 Top 30,000",103,title_e_0101_03007_0003,223041904
4000104,"Operation: Slump Escape！艾瑪 Top 30,000",4,"Operation: Slump Escape！艾瑪 Top 30,000",104,title_e_0101_03008_0003,223041904
4000105,"Operation: Slump Escape！璃奈 Top 30,000",4,"Operation: Slump Escape！璃奈 Top 30,000",105,title_e_0101_03009_0003,223041904
4000106,"Operation: Slump Escape！栞子 Top 30,000",4,"Operation: Slump Escape！栞子 Top 30,000",106,title_e_0101_03010_0003,223041904
4000107,"Operation: Slump Escape！米雅 Top 30,000",4,"Operation: Slump Escape！米雅 Top 30,000",107,title_e_0101_03011_0003,223041904
4000108,"Operation: Slump Escape！嵐珠 Top 30,000",4,"Operation: Slump Escape！嵐珠 Top 30,000",108,title_e_0101_03012_0003,223041904
4000109,"Operation: Slump Escape！香音 Top 30,000",4,"Operation: Slump Escape！香音 Top 30,000",109,title_e_0101_04001_0003,223041904
4000110,"Operation: Slump Escape！可可 Top 30,000",4,"Operation: Slump Escape！可可 Top 30,000",110,title_e_0101_04002_0003,223041904
4000111,"Operation: Slump Escape！千砂都 Top 30,000",4,"Operation: Slump Escape！千砂都 Top 30,000",111,title_e_0101_04003_0003,223041904
4000112,"Operation: Slump Escape！堇 Top 30,000",4,"Operation: Slump Escape！堇 Top 30,000",112,title_e_0101_04004_0003,223041904
4000113,"Operation: Slump Escape！戀 Top 30,000",4,"Operation: Slump Escape！戀 Top 30,000",113,title_e_0101_04005_0003,223041904
4000114,"Operation: Slump Escape！希奈子 Top 30,000",4,"Operation: Slump Escape！希奈子 Top 30,000",114,title_e_0101_04006_0003,223041904
4000115,"Operation: Slump Escape！芽衣 Top 30,000",4,"Operation: Slump Escape！芽衣 Top 30,000",115,title_e_0101_04007_0003,223041904
4000116,"Operation: Slump Escape！四季 Top 30,000",4,"Operation: Slump Escape！四季 Top 30,000",116,title_e_0101_04008_0003,223041904
4000117,"Operation: Slump Escape！夏美 Top 30,000",4,"Operation: Slump Escape！夏美 Top 30,000",117,title_e_0101_04009_0003,223041904
4000118,Take Look at Our Town: 穗乃果 TOP 100,4,Take Look at Our Town: 穗乃果 TOP 100,118,title_e_0102_01001_0001,223043005
4000119,Take Look at Our Town: 繪里 Top 100,4,Take Look at Our Town: 繪里 Top 100,119,title_e_0102_01002_0001,223043005
4000120,Take Look at Our Town: 小鳥 Top 100,4,Take Look at Our Town: 小鳥 Top 100,120,title_e_0102_01003_0001,223043005
4000121,Take Look at Our Town: 海未 Top 100,4,Take Look at Our Town: 海未 Top 100,121,title_e_0102_01004_0001,223043005
4000122,Take Look at Our Town: 凜 Top 100,4,Take Look at Our Town: 凜 Top 100,122,title_e_0102_01005_0001,223043005
4000123,Take Look at Our Town: 真姬 Top 100,4,Take Look at Our Town: 真姬 Top 100,123,title_e_0102_01006_0001,223043005
4000124,Take Look at Our Town: 希 Top 100,4,Take Look at Our Town: 希 Top 100,124,title_e_0102_01007_0001,223043005
4000125,Take Look at Our Town: 花陽 Top 100,4,Take Look at Our Town: 花陽 Top 100,125,title_e_0102_01008_0001,223043005
4000126,Take Look at Our Town: 妮可 Top 100,4,Take Look at Our Town: 妮可 Top 100,126,title_e_0102_01009_0001,223043005
4000127,Take Look at Our Town: 千歌 Top 100,4,Take Look at Our Town: 千歌 Top 100,127,title_e_0102_02001_0001,223043005
4000128,Take Look at Our Town: 梨子 Top 100,4,Take Look at Our Town: 梨子 Top 100,128,title_e_0102_02002_0001,223043005
4000129,Take Look at Our Town: 果南 Top 100,4,Take Look at Our Town: 果南 Top 100,129,title_e_0102_02003_0001,223043005
4000130,Take Look at Our Town: 黛雅 Top 100,4,Take Look at Our Town: 黛雅 Top 100,130,title_e_0102_02004_0001,223043005
4000131,Take Look at Our Town: 曜 Top 100,4,Take Look at Our Town: 曜 Top 100,131,title_e_0102_02005_0001,223043005
4000132,Take Look at Our Town: 善子 Top 100,4,Take Look at Our Town: 善子 Top 100,132,title_e_0102_02006_0001,223043005
4000133,Take Look at Our Town: 花丸 Top 100,4,Take Look at Our Town: 花丸 Top 100,133,title_e_0102_02007_0001,223043005
4000134,Take Look at Our Town: 鞠莉 Top 100,4,Take Look at Our Town: 鞠莉 Top 100,134,title_e_0102_02008_0001,223043005
4000135,Take Look at Our Town: 露比 Top 100,4,Take Look at Our Town: 露比 Top 100,135,title_e_0102_02009_0001,223043005
4000136,Take Look at Our Town: 步夢 Top 100,4,Take Look at Our Town: 步夢 Top 100,136,title_e_0102_03001_0001,223043005
4000137,Take Look at Our Town: 霞 Top 100,4,Take Look at Our Town: 霞 Top 100,137,title_e_0102_03002_0001,223043005
4000138,Take Look at Our Town: 雫 Top 100,4,Take Look at Our Town: 雫 Top 100,138,title_e_0102_03003_0001,223043005
4000139,Take Look at Our Town: 果林 Top 100,4,Take Look at Our Town: 果林 Top 100,139,title_e_0102_03004_0001,223043005
4000140,Take Look at Our Town: 愛 Top 100,4,Take Look at Our Town: 愛 Top 100,140,title_e_0102_03005_0001,223043005
4000141,Take Look at Our Town: 彼方 Top 100,4,Take Look at Our Town: 彼方 Top 100,141,title_e_0102_03006_0001,223043005
4000142,Take Look at Our Town: 雪菜 Top 100,4,Take Look at Our Town: 雪菜 Top 100,142,title_e_0102_03007_0001,223043005
4000143,Take Look at Our Town: 艾瑪 Top 100,4,Take Look at Our Town: 艾瑪 Top 100,143,title_e_0102_03008_0001,223043005
4000144,Take Look at Our Town: 璃奈 Top 100,4,Take Look at Our Town: 璃奈 Top 100,144,title_e_0102_03009_0001,223043005
4000145,Take Look at Our Town: 栞子 Top 100,4,Take Look at Our Town: 栞子 Top 100,145,title_e_0102_03010_0001,223043005
4000146,Take Look at Our Town: 米雅 Top 100,4,Take Look at Our Town: 米雅 Top 100,146,title_e_0102_03011_0001,223043005
4000147,Take Look at Our Town: 嵐珠 Top 100,4,Take Look at Our Town: 嵐珠 Top 100,147,title_e_0102_03012_0001,223043005
4000148,Take Look at Our Town: 香音 Top 100,4,Take Look at Our Town: 香音 Top 100,148,title_e_0102_04001_0001,223043005
4000149,Take Look at Our Town: 可可 Top 100,4,Take Look at Our Town: 可可 Top 100,149,title_e_0102_04002_0001,223043005
4000150,Take Look at Our Town: 千砂都 Top 100,4,Take Look at Our Town: 千砂都 Top 100,150,title_e_0102_04003_0001,223043005
4000151,Take Look at Our Town: 堇 Top 100,4,Take Look at Our Town: 堇 Top 100,151,title_e_0102_04004_0001,223043005
4000152,Take Look at Our Town: 戀 Top 100,4,Take Look at Our Town: 戀 Top 100,152,title_e_0102_04005_0001,223043005
4000153,Take Look at Our Town: 希奈子 Top 100,4,Take Look at Our Town: 希奈子 Top 100,153,title_e_0102_04006_0001,223043005
4000154,Take Look at Our Town: 芽衣 Top 100,4,Take Look at Our Town: 芽衣 Top 100,154,title_e_0102_04007_0001,223043005
4000155,Take Look at Our Town: 四季 Top 100,4,Take Look at Our Town: 四季 Top 100,155,title_e_0102_04008_0001,223043005
4000156,Take Look at Our Town: 夏美 Top 100,4,Take Look at Our Town: 夏美 Top 100,156,title_e_0102_04009_0001,223043005
4000157,Take Look at Our Town: 穗乃果 Top 10000,4,Take Look at Our Town: 穗乃果 Top 10000,157,title_e_0102_01001_0002,223043005
4000158,Take Look at Our Town: 繪里 Top 10000,4,Take Look at Our Town: 繪里 Top 10000,158,title_e_0102_01002_0002,223043005
4000159,Take Look at Our Town: 小鳥 Top 10000,4,Take Look at Our Town: 小鳥 Top 10000,159,title_e_0102_01003_0002,223043005
4000160,Take Look at Our Town: 海未 Top 10000,4,Take Look at Our Town: 海未 Top 10000,160,title_e_0102_01004_0002,223043005
4000161,Take Look at Our Town: 凜 Top 10000,4,Take Look at Our Town: 凜 Top 10000,161,title_e_0102_01005_0002,223043005
4000162,Take Look at Our Town: 真姬 Top 10000,4,Take Look at Our Town: 真姬 Top 10000,162,title_e_0102_01006_0002,223043005
4000163,Take Look at Our Town: 希 Top 10000,4,Take Look at Our Town: 希 Top 10000,163,title_e_0102_01007_0002,223043005
4000164,Take Look at Our Town: 花陽 Top 10000,4,Take Look at Our Town: 花陽 Top 10000,164,title_e_0102_01008_0002,223043005
4000165,Take Look at Our Town: 妮可 Top 10000,4,Take Look at Our Town: 妮可 Top 10000,165,title_e_0102_01009_0002,223043005
4000166,Take Look at Our Town: 千歌 Top 10000,4,Take Look at Our Town: 千歌 Top 10000,166,title_e_0102_02001_0002,223043005
4000167,Take Look at Our Town: 梨子 Top 10000,4,Take Look at Our Town: 梨子 Top 10000,167,title_e_0102_02002_0002,223043005
4000168,Take Look at Our Town: 果南 Top 10000,4,Take Look at Our Town: 果南 Top 10000,168,title_e_0102_02003_0002,223043005
4000169,Take Look at Our Town: 黛雅 Top 10000,4,Take Look at Our Town: 黛雅 Top 10000,169,title_e_0102_02004_0002,223043005
4000170,Take Look at Our Town: 曜 Top 10000,4,Take Look at Our Town: 曜 Top 10000,170,title_e_0102_02005_0002,223043005
4000171,Take Look at Our Town: 善子 Top 10000,4,Take Look at Our Town: 善子 Top 10000,171,title_e_0102_02006_0002,223043005
4000172,Take Look at Our Town: 花丸 Top 10000,4,Take Look at Our Town: 花丸 Top 10000,172,title_e_0102_02007_0002,223043005
4000173,Take Look at Our Town: 鞠莉 Top 10000,4,Take Look at Our Town: 鞠莉 Top 10000,173,title_e_0102_02008_0002,223043005
4000174,Take Look at Our Town: 露比 Top 10000,4,Take Look at Our Town: 露比 Top 10000,174,title_e_0102_02009_0002,223043005
4000175,Take Look at Our Town: 步夢 Top 10000,4,Take Look at Our Town: 步夢 Top 10000,175,title_e_0102_03001_0002,223043005
4000176,Take Look at Our Town: 霞 Top 10000,4,Take Look at Our Town: 霞 Top 10000,176,title_e_0102_03002_0002,223043005
4000177,Take Look at Our Town: 雫 Top 10000,4,Take Look at Our Town: 雫 Top 10000,177,title_e_0102_03003_0002,223043005
4000178,Take Look at Our Town: 果林 Top 10000,4,Take Look at Our Town: 果林 Top 10000,178,title_e_0102_03004_0002,223043005
4000179,Take Look at Our Town: 愛 Top 10000,4,Take Look at Our Town: 愛 Top 10000,179,title_e_0102_03005_0002,223043005
4000180,Take Look at Our Town: 彼方 Top 10000,4,Take Look at Our Town: 彼方 Top 10000,180,title_e_0102_03006_0002,223043005
4000181,Take Look at Our Town: 雪菜 Top 10000,4,Take Look at Our Town: 雪菜 Top 10000,181,title_e_0102_03007_0002,223043005
4000182,Take Look at Our Town: 艾瑪 Top 10000,4,Take Look at Our Town: 艾瑪 Top 10000,182,title_e_0102_03008_0002,223043005
4000183,Take Look at Our Town: 璃奈 Top 10000,4,Take Look at Our Town: 璃奈 Top 10000,183,title_e_0102_03009_0002,223043005
4000184,Take Look at Our Town: 栞子 Top 10000,4,Take Look at Our Town: 栞子 Top 10000,184,title_e_0102_03010_0002,223043005
4000185,Take Look at Our Town: 米雅 Top 10000,4,Take Look at Our Town: 米雅 Top 10000,185,title_e_0102_03011_0002,223043005
4000186,Take Look at Our Town: 嵐珠 Top 10000,4,Take Look at Our Town: 嵐珠 Top 10000,186,title_e_0102_03012_0002,223043005
4000187,Take Look at Our Town: 香音 Top 10000,4,Take Look at Our Town: 香音 Top 10000,187,title_e_0102_04001_0002,223043005
4000188,Take Look at Our Town: 可可 Top 10000,4,Take Look at Our Town: 可可 Top 10000,188,title_e_0102_04002_0002,223043005
4000189,Take Look at Our Town: 千砂都 Top 10000,4,Take Look at Our Town: 千砂都 Top 10000,189,title_e_0102_04003_0002,223043005
4000190,Take Look at Our Town: 堇 Top 10000,4,Take Look at Our Town: 堇 Top 10000,190,title_e_0102_04004_0002,223043005
4000191,Take Look at Our Town: 戀 Top 10000,4,Take Look at Our Town: 戀 Top 10000,191,title_e_0102_04005_0002,223043005
4000192,Take Look at Our Town: 希奈子 Top 10000,4,Take Look at Our Town: 希奈子 Top 10000,192,title_e_0102_04006_0002,223043005
4000193,Take Look at Our Town: 芽衣 Top 10000,4,Take Look at Our Town: 芽衣 Top 10000,193,title_e_0102_04007_0002,223043005
4000194,Take Look at Our Town: 四季 Top 10000,4,Take Look at Our Town: 四季 Top 10000,194,title_e_0102_04008_0002,223043005
4000195,Take Look at Our Town: 夏美 Top 10000,4,Take Look at Our Town: 夏美 Top 10000,195,title_e_0102_04009_0002,223043005
4000196,Take Look at Our Town: 穗乃果 Top 30000,4,Take Look at Our Town: 穗乃果 Top 30000,196,title_e_0102_01001_0003,223043005
4000197,Take Look at Our Town: 繪里 Top 30000,4,Take Look at Our Town: 繪里 Top 30000,197,title_e_0102_01002_0003,223043005
4000198,Take Look at Our Town: 小鳥 Top 30000,4,Take Look at Our Town: 小鳥 Top 30000,198,title_e_0102_01003_0003,223043005
4000199,Take Look at Our Town: 海未 Top 30000,4,Take Look at Our Town: 海未 Top 30000,199,title_e_0102_01004_0003,223043005
4000200,Take Look at Our Town: 凜 Top 30000,4,Take Look at Our Town: 凜 Top 30000,200,title_e_0102_01005_0003,223043005
4000201,Take Look at Our Town: 真姬 Top 30000,4,Take Look at Our Town: 真姬 Top 30000,201,title_e_0102_01006_0003,223043005
4000202,Take Look at Our Town: 希 Top 30000,4,Take Look at Our Town: 希 Top 30000,202,title_e_0102_01007_0003,223043005
4000203,Take Look at Our Town: 花陽 Top 30000,4,Take Look at Our Town: 花陽 Top 30000,203,title_e_0102_01008_0003,223043005
4000204,Take Look at Our Town: 妮可 Top 30000,4,Take Look at Our Town: 妮可 Top 30000,204,title_e_0102_01009_0003,223043005
4000205,Take Look at Our Town: 千歌 Top 30000,4,Take Look at Our Town: 千歌 Top 30000,205,title_e_0102_02001_0003,223043005
4000206,Take Look at Our Town: 梨子 Top 30000,4,Take Look at Our Town: 梨子 Top 30000,206,title_e_0102_02002_0003,223043005
4000207,Take Look at Our Town: 果南 Top 30000,4,Take Look at Our Town: 果南 Top 30000,207,title_e_0102_02003_0003,223043005
4000208,Take Look at Our Town: 黛雅 Top 30000,4,Take Look at Our Town: 黛雅 Top 30000,208,title_e_0102_02004_0003,223043005
4000209,Take Look at Our Town: 曜 Top 30000,4,Take Look at Our Town: 曜 Top 30000,209,title_e_0102_02005_0003,223043005
4000210,Take Look at Our Town: 善子 Top 30000,4,Take Look at Our Town: 善子 Top 30000,210,title_e_0102_02006_0003,223043005
4000211,Take Look at Our Town: 花丸 Top 30000,4,Take Look at Our Town: 花丸 Top 30000,211,title_e_0102_02007_0003,223043005
4000212,Take Look at Our Town: 鞠莉 Top 30000,4,Take Look at Our Town: 鞠莉 Top 30000,212,title_e_0102_02008_0003,223043005
4000213,Take Look at Our Town: 露比 Top 30000,4,Take Look at Our Town: 露比 Top 30000,213,title_e_0102_02009_0003,223043005
4000214,Take Look at Our Town: 步夢 Top 30000,4,Take Look at Our Town: 步夢 Top 30000,214,title_e_0102_03001_0003,223043005
4000215,Take Look at Our Town: 霞 Top 30000,4,Take Look at Our Town: 霞 Top 30000,215,title_e_0102_03002_0003,223043005
4000216,Take Look at Our Town: 雫 Top 30000,4,Take Look at Our Town: 雫 Top 30000,216,title_e_0102_03003_0003,223043005
4000217,Take Look at Our Town: 果林 Top 30000,4,Take Look at Our Town: 果林 Top 30000,217,title_e_0102_03004_0003,223043005
4000218,Take Look at Our Town: 愛 Top 30000,4,Take Look at Our Town: 愛 Top 30000,218,title_e_0102_03005_0003,223043005
4000219,Take Look at Our Town: 彼方 Top 30000,4,Take Look at Our Town: 彼方 Top 30000,219,title_e_0102_03006_0003,223043005
4000220,Take Look at Our Town: 雪菜 Top 30000,4,Take Look at Our Town: 雪菜 Top 30000,220,title_e_0102_03007_0003,223043005
4000221,Take Look at Our Town: 艾瑪 Top 30000,4,Take Look at Our Town: 艾瑪 Top 30000,221,title_e_0102_03008_0003,223043005
4000222,Take Look at Our Town: 璃奈 Top 30000,4,Take Look at Our Town: 璃奈 Top 30000,222,title_e_0102_03009_0003,223043005
4000223,Take Look at Our Town: 栞子 Top 30000,4,Take Look at Our Town: 栞子 Top 30000,223,title_e_0102_03010_0003,223043005
4000224,Take Look at Our Town: 米雅 Top 30000,4,Take Look at Our Town: 米雅 Top 30000,224,title_e_0102_03011_0003,223043005
4000225,Take Look at Our Town: 嵐珠 Top 30000,4,Take Look at Our Town: 嵐珠 Top 30000,225,title_e_0102_03012_0003,223043005
4000226,Take Look at Our Town: 香音 Top 30000,4,Take Look at Our Town: 香音 Top 30000,226,title_e_0102_04001_0003,223043005
4000227,Take Look at Our Town: 可可 Top 30000,4,Take Look at Our Town: 可可 Top 30000,227,title_e_0102_04002_0003,223043005
4000228,Take Look at Our Town: 千砂都 Top 30000,4,Take Look at Our Town: 千砂都 Top 30000,228,title_e_0102_04003_0003,223043005
4000229,Take Look at Our Town: 堇 Top 30000,4,Take Look at Our Town: 堇 Top 30000,229,title_e_0102_04004_0003,223043005
4000230,Take Look at Our Town: 戀 Top 30000,4,Take Look at Our Town: 戀 Top 30000,230,title_e_0102_04005_0003,223043005
4000231,Take Look at Our Town: 希奈子 Top 30000,4,Take Look at Our Town: 希奈子 Top 30000,231,title_e_0102_04006_0003,223043005
